QueryText,KccAns
leaf spots mangemnet in cotton,"20  ???????? /200 ?????? ?????? ??????? ????? ?????? ???????? ??????
( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
"
pink bollworms in cotton ,"recommended to spray lambda cyhalothrin (karate) 400 ml /200 litres of water /  acre  ??????? ???????????  400 ?????? ???????   / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
plant growth development,"recommended to spray agrominimax 3 grams /1 liter of water 
recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water/ acre 
????????  ????????  13-0-45 @ 5 ???????? ????? ?????? ????? ?????? ???????? ?????? 
"
fink bool worm in cotton ,"recommended to spray flubendiamide  (fame )125 grams /200 litres of water /  acre  
????????????  125 ????????   /200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
sucking pests and pink bollworms in cotton,"
??????? ??????????? 9.5% +  ????????????? 12.6% ,   80 ?????? ???????   / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
"recommended to apply 1 kg urea +1kg mop +2kg ssp per 5 
","recommended to apply 1 kg urea +1kg mop +2kg dap 
"
whitefly and greenleaf hopper management in blackgram,"recommended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
?????????????   40 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
"sucking pest management in cotton 
","--recommended to spray flonicamid (ulala) 75 grams /200 litres of water / acre ???????????? 75 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
recommended to spray hexaconazole* captan 500 ml/acre"
recommended to spray on leaves are in red colour," carbendazim + mancozeb  /saaf 400 gms in 200 litres of water/acre
"
for cotton pink bollwarm,"recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
 ??????????? 300 ????????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
"
alternaria  leaf spot in cotton,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
?????????????   400 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
pbw management  in cotton,"recommended to spray lambda cyhalothrin (reeva) 400 ml /200 litres of water /  acre  ??????? ???????????  400 ?????? ???????   / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
 ??? ???? 1 ????? /200 ?????? ?????? ??????? ?????  ??  ??????  ???????? ??????  
"
"phytotoxicity of cotton leaves
"," recommended to spray urea 10 gr/1 litre of water
"
leaf hopper  in cotton,"??????????????  200 ?????? ??????? /150 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
"
cater fillers  in cotton ,"recommended to spray cypermethrin 300 ml /200 litres of water / acre 
????? ????????  300 ?????? ???????  /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
"lancer gold dosage 
","recommended to spray  acephate +imidacloprid 600 grams/200 litres of water /acre  
"
borers management in cotton ,"--recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
???????????  ?????????  90 ????????   /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
about wilt management in cotton,"????? ????????????? 3 ???????? / ????? ?????? ????? ????? ?????? ????? ?????? 
"
"white fly manage,emt in cotton","recommended to spray ( acephate +imidachloprid ) lancer gold 500 ml/acre 
"
pink boll worm cotton    ema mection  benzoate (proclaim), chlorpyriphos+ cypermithrin 250/acre
green hopper in cotton ,"--?????????????   200 ?????? ??????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
"
"is any spray required for 150 days cotton crop
",suggested not to go for any chemical 
fruit and flower dropn in cotton," ??? ????? ???????? -????????? ??????? ?????(???????????? ) 50 ?????? ???????  200 ?????? ?????? ??????? ????? 1 ???? ?? ???????? ?????? 
"
white fly and for nutrient management agrominimax 3 grams/1 liter of water,"recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ????????????  400 ?????? ???????   /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????agrominimax 3 grams/1 liter of water
"
"compatibility of chemicals 
",mix and check with small quantities in small content before mix and spray of both chemicals
"cotton boll worm management : recommended to spray  novaluron 5.25% + emamectin benzoate 0.9% sc (barazide )  400 ml/acre in 200 liter of water 
","cotton boll worm management : recommended to spray  novaluron 5.25% + emamectin benzoate 0.9% sc (barazide )  400 ml/acre in 200 liter of water 
"
 for better flowering,"recommended to spray formula-4 600 grams/200 liter of water/ acre ???????? -4 600 ????????  / 200 ????? ?????? ????? ???????? ?????? 
"
"pink bollworm in cotton
",???????? ( ????????????????????  + ??????? ???????????  )  100 ?????? ???????   /150 ?????? ?????? ??????? ??????? ?????? ???????? ?????? 
"reddening of leaves in cotton
","magnesium sulphate @10grms per litre 
borax @2grms per litre"
"flower , fruit dropping",recommended to spray napthalin acetic acid (planofix)50 ml/ 200 litres of water /acre ??? ????? ???????? -????????? ??????? ?????(???????????? ) 50 ?????? ??????? 200 ?????? ?????? ??????? ????? 1 ???? ?? ???????? ?????? 
flower drop and fruit drop in cotton,"recommended to spray naphthalene acetic acid (planofix)50 ml/ 200 litres of water /acre  
 ??? ????? ???????? -????????? ??????? ?????(???????????? ) 50 ?????? ???????  200 ?????? ?????? ??????? ????? 1 ???? ?? ???????? ?????? 
"
pink bollworms in cotton,"recommended to spray thiodicarb 300 gr 200 litres of water / acre   
 ??????????? 300 ????????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
"
bacterial spots management in cotton," recommended  to spray copper oxy chloride  600 grams +streptocycline   20 gram  / 200 litres of water /acre  
????? ?????????????   600  ???????? + ???????????????? 20  ???????? /200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
"pink boll worm, white fly, ","recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ????????????  400 ?????? ???????   /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
thiomethaxam 60gm/acre,"
spotted boll worm in cotton,????????????   40 ?????? ???????   /200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
nutrient management in blackgram ,"recommended to spray agrominimax 3 grams/1 liter of water 
"
catterepiller damage in cotton,"???????????????????? coragin 60 ?????? ???????   /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
"
black spot(cercospora) in cotton ,"recommended to spray copper oxy chloride  (blue copper) 600  gm /200 litres of water / acre  
????? ?????????????  600 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
aphids and sucking pests in cotton,recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre ????????????? 40 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
alterneria leaf blight in cotton,????? ?????????????  600 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
white fly and jassids management in cotton,"recommended to spray flonicamid (ulala) 75 grams /200 litres of water / acre  
 ???????????? 75 ????????   / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
cotton magnesium deficiency management ,"recommended to spray with magnesium sulfate @10 grams per liter .
recommended to spray formula-4 600 grams/200 liter of water/ acre ???????? -4 600 ????????  / 200 ????? ?????? ????? ???????? ?????? 
"
sucking pest and borer and nutrient management in cotton,"recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ???????????????  60 ?????? ??????? /150 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   ????????????? 40 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
???????????  ?????????  90 ????????   /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
????????  ????????  13-0-45 @ 5 ???????? ????? ?????? ????? ?????? ???????? ?????? 
"
"flowering , fruit droping in cotton","recommended to spray agrominimax 3 grams /1 liter of water 
 ???????? ?????? @????????? ?? ????? ??????.
???????????????? ???????? 600 ???????? 200 ?????? ?????? ????? ???????? ??????                                                               
recommended to spray napthalin acetic acid (planofix)50 ml/ 200 litres of water /acre   ??? ????? ???????? -????????? ??????? ?????(???????????? ) 50 ?????? ???????  200 ?????? ?????? ??????? ????? 1 ???? ?? ???????? ?????? 
recommended to spray gibberellic acid 50 ml/ 200 litres of water /acre   ????????????? ?????  50  ?????? ???????   200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
sucking pest management in cotton    aphids,"recommended to spray spinosad (tracer) 75 ml/200 litres of water / acre 
??????????  75  ?????? ???????   /200 ?????? ?????? ??????? ??????? ?????? ???????? ?????? 
"
leaf spots management in cotton,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
recommended  to spray streptocycline   20 gram  / 200 litres of water /acre   ???????????????? 20  ???????? /200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
leaf black spot ,"recommended to spray ( carbendazim +mancozeb ) 400gm / 200 lit of water /acre
( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
"
spotted boll worm in cotton ,??????? 400 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
root rot in cotton ,"recommended to drench copper oxy chloride  3 grams / 1 litre of water  ????? ????????????? 3 ???????? / ????? ?????? ????? ????? ?????? ????? ?????? 
"
fink boll worm,"recommended to spray profenofos 400 ml/200 litres of water /  acre 
 ????????????  400 ?????? ???????   /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
"
rust management in cotton ,"recommended to spray chlorothalonil(kavach) 400 grams / acre  
 ?????????????  400 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
"pink boll warm management
",recommended to spray barazid @320ml / acre
downy mildew in cotton,"recommended to spray  hexaconazole  400 ml /200 litres of water / acre  
?????????????   400 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
leaf hopper  management ,"recommended to spray dimethoate  (rogore) 400 ml /200 litres of water /acre 
 ??????????  400 ?????? ???????   /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 

recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre 
  ????????????? 40 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 


?????????? ??????? @10grms?? ????? ?????? ???????? ?????????.

recommended to spray npk 19-19-19 mixture  5 grams/1 litre of water 

recommended to spray borax 2 gr/1 litre of water
"
pink boll war management, ??????????? 300 ????????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
tobacco cutworm in cotton ,??????????????   500 ?????? ???????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
jassids and mite problem and micronutrient defficiency,"recommended to spray ferrous sulphate 20 grams+ citric acid 2 grams/1 litre ofwater .   ??????? ??????????? 9.5% +  ????????????? 12.6% ,   80 ?????? ???????   / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????. "
what is the dosage of fipronil,???????? ??? ?????? 400??? /200???? ?????? ?? ????? ???????? ???????? 
catterpiller damage in cotton,"???????????  ?????????(proclaim)  90 ????????   /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
hairy caterpillar in cotton,"--recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ???????????????  60 ?????? ??????? /150 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
recommended to spray  novaluron+indoxacarb  (plethora) 350 ml / 200 litres of water / acre   ???????????? + ?????????????     350 ?????? ???????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
"sucking pest management: in cotton
","??????? 300 ???????? / 200 ?????? ?????? ??????? ????? 
?? ?????? ???????? ?????? 
"
rust spots in cotton ,"recommended to spray propiconazole    200 ml / 200 litres of water /acre  
?????????????  200 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
???? ???? ?? ??????? ???????? ???????? ?????????."
how to overcome crop damage due to pesticide over dosage,"recommended to spray urea 10 gr/1 litre of water

 recommended to spray potassium nitrate (13-0-45) 5 grams/1 litre of water  ????????  ???????? (13-0-45)  5 ????????  ?? ????? ?????? ?????  ???????? ??????   
"
sucking pests in  cotton,"recommended to spray dimethoate 400 ml /200 litres of water /acre 
 ??????????  400 ?????? ??????? /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
cotton leaf spots management,"recommended to spray ( carbendazim +mancozeb ) 400gm / 200 lit of water /acre
( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
recommended to spray chlorothalonil 400 grams / acre  
 ?????????????  400 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
"sucking pest in cotton
","recommended to spray imidacloprid 60 ml /150 litres of water / acre       ???????????????  60 ?????? ??????? /150 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
better growth of cotton ,"recommended to spray urea 10 gr/1 litre of water
"
black sports on cotton,"
recommended to spray carboxin (vitavax) 400 grams /200 litres of water / acre      
???????????? 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? recommended  to spray streptocycline   20 gram  / 200 litres of water /acre  
recommended to drench copper oxy chloride  3 grams / 1 litre of water  ????? ????????????? 3 ???????? / ????? ?????? ????? ????? ?????? ????? ?????? 

"
borers  and  caterpillars  in cotton,"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
????????????  300 ?????? ???????   / 300 ?????? ?????? ??????? ????? ?????? ???????? ??????
recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
??????????? 300 ????????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????"
cotton red  mite management,"recommended to spray spiromesifen (oberon) 200ml /150 liters of water /acre    ??????????????  200 ?????? ??????? /150 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
recommended to spray azadirhachtin ( neem seed kernal oil )  1 liter  /200 liters of water /acre 
 ??? ???? 1 ????? /200 ?????? ?????? ??????? ?????  ??  ??????  ???????? ??????  
"
about sucking pests in cotton,"?????????????pegasus 240 ???????? /150 ????? ?????? ????? ???????? ???????? ?????? 
"
pinck boll warm management in cotton ," recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 100 ml / acre   ???????? ( ????????????????????  + ??????? ???????????  )  100 ?????? ???????   /150 ?????? ?????? ??????? ??????? ?????? ???????? ?????? 
"
"white  fly, boll worms    "," acephate+ imidacloprid 60gm/ace

  profenophos+cypermethrin    (chop)   250ml"
anthracnose of cotton ,"recommended to spray copper oxy chloride   (blitox)(blue copper) 600  gm /200 litres of water / acre  
????? ?????????????  600 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
mealy bug management in cotton ,"recommended to spray profenofos  400 ml/200 litres of water /  acre 
 ????????????  400 ?????? ???????   /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
"
about powdery mildew in cotton,????????????????? +????????????? custodia 240 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
cotton    boll worm management,"recommended to spray thiodicarb 300 gr 200 litres of water / acre   
 ??????????? 300 ????????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
"
bacterial  blight in cotton,????? ?????????????   600  ???????? + ????????????????  20  ???????? /200 ?????? ?????? ??????? ????? ?????? ???????? ??????
rust management in cotton  ,"recommended to spray ( carbendazim +mancozeb ) 400gm / 200 lit of water /acre
( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
"
sucking pet management in cotton ,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   ????????????? 40 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
 pink boll worm ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
???????????  ?????????  90 ????????   /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????
chlorfirifos 2.5ml/acre"
 leaf spot in cotton," ????????????????? +?????????????  240 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
 mite and fungal leaf spot and flower drop,"?????? ????? ????? ????    600 ????????   / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
 saaf  upl  500  ???????? + ????????????????  20  ???????? /200 ?????? ?????? ??????? ????? ?????? ???????? ??????.?????????? 100ml/????."
fruit  and flower dropping ,"recommended to spray napthalin acetic acid (planofix)50 ml/ 200 litres of water /acre   
"
"alternaria  leaf spot in cotton
","recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
???????????  ?????????  90 ????????   /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
recommended to spray takath  it is hexaconazole* captan"
pink boll worm  ,corage @ 60ml/acre   neem oil 1 lt/acre
"stem rot,  better flowering and fruiting","recommended to spray tebuconazole   (folicur) 400 grams /200 litres of water / acre   
?????????????   400???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
?????????????   +  ?????????????????????? 160  ???????? /200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
planofix @40ml per acre
ambition @250 ml per acre
"
"whitefly in cotton 
","recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
????????????? 240 ???????? /150 ????? ?????? ????? ???????? ???????? ??????
 
recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
 ??? ???? 1 ????? /200 ?????? ?????? ??????? ?????  ??  ??????  ???????? ??????  
"
spot management in cotton,"( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
"
fungal spots on cotton leafs and bolls,"( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
"
better flowering in cotton,"amc kurnool	agricultural officer , soil testing laboratory, agricultural market committee, oppt rtc bus stand, kurnool-518001	8886648461

stl yemmiganur	asst.director of agriculture, soil testing lab , mugati farm , matralayam road, yemmiganur,kurnool- 518360	8886613974(ada), 8886613975 (ao)

ambition @250 ml per 200 acre"
 pink boll worm in cotton,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
????????????   40 ?????? ???????   /200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
recommended to spray flubendiamide  125 grams /200 litres of water /  acre  
????????????  125 ????????   /200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
 recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
??????????? 300 ????????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
 
"
about spodoptera management in cotton,"???????????(larvin)  300 ????????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
"
cotton post emergence weed management  (4 months )  ,-- recommended to in this time no weedicide is usedhand weeding is the best method
flower dropping management ,"recommended to spray naphthalene acetic acid 50 ml/ 200 litres of water /acre  
 ??? ????? ???????? -????????? ??????? ?????(???????????? ) 50 ?????? ???????  200 ?????? ?????? ??????? ????? 1 ???? ?? ???????? ?????? 
"
fink boll worm ,"recommended to spray profenofos  400 ml/200 litres of water /  acre 
 ????????????  400 ?????? ???????   /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
"
tobacco cutworm in cotton,"??????????????  6 ?????? ??????? /1 ????? ?????? ??????? ????? ????? ????? ?????? 
"
sucking pest management  in cotton ,"recommended to spray spinosad 75 ml/200 litres of water / acre 
??????????  75  ?????? ???????   /200 ?????? ?????? ??????? ??????? ?????? ???????? ?????? 
"
bud rot management in cotton ,"?????????  ?????? (????)200 ????????   / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
recommended  to spray streptocycline   20 gram  / 200 litres of water /acre  
"
fruit and flower dropping in cotton ,"--recommended to spray planofix @50-70 /200 ml per acre
"
pink bollworm management in cotton?,"థయోడికార్బ్ (లార్విన్) 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
"
"sucking pest in cotton management:
"," recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
spodoptera management in cotton?,క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
mealy bug management in cotton?,"డైక్లోరోవాస్ 250  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి లేదా  డైమిథోయేట్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. 

"
itching problem in cotton in home,recommended to remove the cotton from home
suching pest management ,"recommended to spray  fipronil  +imidacloprid 100 grams/200 litres of water /acre  
recommended to spray spiromesifen  200ml /150 litres of water /acre    స్పైరోమైసిఫెన్  200 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked about controle of weedicide ?  , spray urea 10 grams/1 liter of water
cercospora leaf spot in cotton ,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
weed management in cotton?,"recommended to spray paraquat 1 litre /  200 litres of water per acre  
పరాక్కుటు  1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
sucking pest in cotton?,"recommended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
"thrips management in cotton
","recommended to spray flubendiamide + thiacloprid (belt expert) 80 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్+  థయోక్లోప్రిడ్  80 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
borer management in cotton?,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
whitefly management in cotton?,"థయోమిథాక్జొమ్ (ఆక్ట్అరా)  40 నుండి 80 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి లేదా ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. 

"
cotton leaf spot (rust ) management ,"recommended to spray naphthalene acetic acid (planofix)50 ml/ 200 liters of water /acre   పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ ) 50 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి 
"
"itching problem in cotton in home 
",recommended to remove the cotton from home and meet agriculture officer for any pest
tobacco cater filler in cotton,"recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
aphids and thrips in cotton management,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది కానీ జల్లులు అవకాశం లేదు .
borer management in cotton ?,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
tobacco boll worm in cotton ,"recommended to spray emamectin benzoate  90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
boer management in cotton ?,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
sucking pests management in cotton?,"ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ,  ఫ్లూనికామిడ్ 75 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి , థయోమిథాక్జొమ్ 40 గ్రాములు   / 150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి , అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. 



"
powder mildew in cotton management,"recommended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray dimethoate 400(roger) ml /200 litres of water /acre 
 డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
sucking pest and borer management   in cotton,"recommended to spray  fipronil +imidacloprid 100 grams/200 litres of water /acre  
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
for overdose of any fertilizer.,spray  sugar water 2-5  kg/acre
fruit and flower drop management,"recommended to spray napthalin acetic acid (planofix)50 ml/ 200 litres of water /acre   పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ ) 50 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి 
"
sucking pest management in cotton ?,"recommended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
how to identify an fake pesticides / insecticides ,"these products are often sold in simple packs (white bottles) with minimal information on the label about their use and no mention of any health or environmental precautions. they contain anything from water or talc, to diluted and outdated or obsolete stocks, including banned or restricted materials. some fakes also provide a degree of biological control, as they sometimes may contain an illegal and untested copy of the proprietary active substance.

"
