QueryText,KccAns
seed treatment for greengram,30 grams of carbosulfan (marshall) per kg of seed
sucking pests in cowpea,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
green grams thrips,rogar( dimethioate) 400 ml/acre in 200 liter water
green gram aphids control measures,recommended to spray flunicamide (ulala)75 grams per acre
whiteflies infestation in cotton,recommended :ullala (flunikamid 50% wg) 75g in  200lit of water per acre.
ymv infestation in green gram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
grren gram growth,"multi-k (13-0-45)1kg/acre in 200 lt water    
agromin max 1kg/acre in 200 lt water"
green gram seed treat ment,30 grams of carbosulfan (marshall) per kg of seed
pale green leaves,recommended to apply urea
green gram larve,"recommended to spray neemoil(azadi,nimbicidin, rakshak) 1 litre per acre"
worms in green gram flowers,"recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre"
green gram post emergence herbicide,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
green gram sowing,varites
sucking pest problem in paddy,recommended to stray acephate 300 gr/acre in  200 lt water
green gram helicoverpa damaghe,monochrotophos 1.6 milli liter /liter water
weed managenet in green gram,recommended to spray imazitapyr (pursuit ) 400 ml per acre
weed control of green gram,recommended to spray pendimethalin(stomp) 1-1.25 litre200l water /acre
larvae causing holes in greengram,recommended to spray chlorophyriphos 2.5 m.l/1 litre water
leaf eating caterpillar infestation in pulses,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
yellow  mosaic  virus in in greengram,recommended to spraying of 1.6m.l monocrotophos or 2 m.l  dimethioate / 1 litre water
yellow mosaic of green gram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
tobbaco spotted caterpillar attack in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
fer. rec. in green gram,n:p:k= 60:40:30
weedicide in green gram,recommended to spray propaquizafop(agil) 250-300 ml/acre
greengram yello mosaic virus,eradicate the infected plants and
green gram plant hoppers,"recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre"
leaf webber damage in green gram,"insecticides: spray phosalone 35 ec 2 ml/lit or phosphamidon 40 sl 2 ml/lit or neem seed kernel extract
5 %.
spray application of cypermethrin 0.025 % affords protection."
green gram culitivation,varites 
green gram leaf pest,recommended to spray  chlorpyrifos 500 ml / acre
sucknig pests in green gram,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 150 ml per acre"
fertilizers for greengram,"greengram	basaldose: 2 tones farm manure, 1bag dap"
greem gram market info,6500 rs /quintal:greem gram market info
about management of the white fly (ymv) in green gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
greeen grams white flys and leaf flodder,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  

fipronil(regent, billgran, salvo) 400 ml per acre"
cercospora leaf spot control measures in greengram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
green gram weedicide at 45 das,not recommemded
green gram  fer. rec.,n:p:k 60:60:30
green gram mite and growth,"dicofal(kelthane, mite, hillfol) 1000 ml per acre"
market price of green gram,"market information of green gram
addanki  
0  medium  tonnes  6450  6500

ongole  
0.1  medium  tonnes  6520  6600"
seed treatment of greengram,treat seeds with 3g of thiaram or captan per kg of seeds
green gram control measurs,recommended to used chloripyriphos 6ml/litre for root drenching
greengram     yellow mosaic virus,spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly
sheathy bligth in poddy,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre"
about management of the beetels in green gram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
thrips infestation in greengram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
green gram  yellow,acephate 300 gram / acre
aphids attack in greengram,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 160 ml per acre"
market prices of greengram,"krishna  

tiruvuru  
0  green (whole)  tonnes  4800  5000 

prakasam  

addanki  
0  medium  tonnes  6550  6600"
flower increasing in redgramm,recommended to  spray multi k
green gram pest,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre"
trips in green gram,recommended for fipronil 400ml/acre
sprey fertilizers in green grams,recommended for multi-k 5 g/ltr
control of leaf  spot in grengram,saaf   400   gr / accre
green gram mgmt.,saaf 400 gr/acre
green gram leaf brown spot,recomonded dosage 3gr mancozeb
green gram suckinr pest,"acephate (antaf, artin, lucid )  300 grams per acre   

dimethoate(rogar, rogarin) 400 ml per acre"
green  gram flowering,neem oil 5ml/lit water
dieing of gram,drenching with 3g of copper oxy chloride in one liter of water
asked about weedicide in greengram,recommended to spray imazitapyr (pursuit ) 400 ml per acre
control of  spodeptera in green gram,spray larvin  300 gr / acre
green gram powdermildew,dinocap(kerathane) 400 ml per acre
weedicide at 20 days,recommended no weedicide after 20days
asked green gram weed managemen,recommended to spray imazitapyr (pursuit ) 400 ml per acre
sucking pest in green gram +-,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
greem gram pad borer,"recommended for chlofenpyrphos  (intraprid, lepido) 300 ml per acre"
asked about greengram varirities,recommended to lgg-407
greem gram pod borer,procliam 100 gr/acre in 200 lt water
greengram crop protection,recomended for rogar 2ml/lit water
nutrient deficiency in green gram,spray agromn max   1 kg / acre +  19 19 19   1kg / acre
weedicide in maize,imazitapyre   250 ml / acre
asked about aphids in greengram,recommended to spray acephate@1gm/lit
green gram leaf  e c p,acephate 300 gr/acre in  lt water
green gram powderymildew,recommended to spray dinocap(kerathane) 400 ml per acre
cow urine spraying time in green gram,cow urine spraying time in green gram at 25-30th day plants
cater piller in green gram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
white leaf hopper,choropyriphous
virus disease in green grams,recommended spray of confidor 60 ml/ acre in green gram
asked about foliar spray in greengram,recommended to spray urea@5gm/lit
greengram leaf spot,"recomended in dimethoate(rogar, rogarin) 400 ml per acre"
trips on greengram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
cloropyriphos    mixed with   neem oil,"no,     spray neem oil  separatetly"
weed management at 30 days,recommended no weedicide at 30 days
holes on leavs,plithura
greengram stem rot,recommended to blitox 3gm /lit
asked green gramyellow mosaic -mungbean yellow mosaic virus,"spray methyl demeton 25 ec 500 ml/ha or dimethoate 30 ec 500 ml/ha or thiamethoxam 75 ws 1g/3 lit and repeat after 15 days, if necessary."
greengram varities for summer,"lgg-460,450,410"
asked about weedicde in greengram,recommended to do takeup handweeding
asked about mushroom contact,mushroom
asked about soiltesting in kurnool,"yemmiganur	-	8096697407	08512-228383	assistant director of agriculture, (soil testing laboratory) p.d & d farm, mantralayam road, yemmiganoor-518360, kurnool district."
control of cascuta  in green granm,spray   pursuit   200 ml / acre
green gram leaf blast,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre"
grwoth in green gram,"recomended for multi k 5grms/lt water, n.p.v 200ml/acre, mono 500ml+ 5kg thavudu+ off kg bellam, neem oil 1lt/ acre"
fertilizers in greengram,"16kg urea,60kg dap"
green gram leaf curling,"fipronil(regent, billgran, salvo) 400 ml per acre"
askeda bout greengram market rates,rate is 7000
"nutrient management
in black gram","agromin max 1kg/acre
(13-0-45)multi-k  1kg/acre
neem oil 5ml/lit"
wild boar attack in red gram,recommended ecodan 1lit /100lit water
control of yellowing in green gram,spray  urea   5  gr / lit of water
green gram        fertilizers,spray 19 19  19     1  kg  / acre
seed  rate  of green gram,green gram seed rate 6  to  7  kgs/ for summer crop
green gram leaf webber,recomended for monocrotopus 1.5ml/litwater
asked about greengram sowing,recommended to sow in january
green gram varites,lgg407 lgg 460
gren gram crop sowing time,recomended for jan feb
white flies  in green gram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
block spots on leaves in green gram,"recommended for saaf 400grms/acre
recommended to  spray multi k"
folding leaves in green gram,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre   
saaf 400grms/acre"
tomato spotted wilt virus,recommendedm to  methyl dematon 2ml/lit
borers in grengram,"spinosad(tracer spinter , charge  ) 75 grams  per acre"
asked about greengram fertilizer,recommended to apply 16kg urea
green gramleaf curl,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
yellow mosaic -mungbean yellow mosaic virus,"•spray methyl demeton 25 ec 500 ml/ha or dimethoate 30 ec 500 ml/ha or thiamethoxam 75 ws 1g/3 lit and repeat after 15 days, if necessary."
gall midge in greengram,trizophos (hostathion  titan ) 250 ml/lt water
asked about growth in green gram,recommended to spray triple 19
white flites in green gram,"dimethoate(rogar, rogarin) 400 ml per acre"
post emerjence weeds in green gram after 6o days,no any herbicides after 60 days
nem oil aplication,recomended nem oil 1liter/acre
yellowing in green gram,"recomended to spray agromin max 5grams/litre    
recommended spray urea 5-10 grams/litre"
green gran upper leaf curl,recomonded doasge pegases 300gr/acer
yellow mosaic in greengram,recommended for trizophas 2 ml/l
spots on leaves in green gram,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre"
asked about greengram,recommended to use urea upto 5kg/acre
blossom midge in green gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
aphids damage in green gram,"recommended to spray thiomethoxome (actra, sitara,renova,) 80 grams per acre"
gren gram sowing time,recommended for jan -feb
aphids dame in green gram,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre"
green gram water management,green gram water management - once in 10 days
green gram leaf  miner,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
block spots on green gram,recommended to spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres    10 ??????? ?????? 30 ???????? ????????? ????? ?? ???? ??????????????????
herbicide after 30days,no herbicides after 30 days
helicoverpa on greengram,"chlofenpyrphos  (intraprid, lepido) 300 ml per acre"
asked about market updates,your number is updated for market information
sprey fertilizers in green gram,recommended for multi-k 5 g/ltr
greengram sucking pest,recomended forabamectin (dynamite) 160 ml per litre
grwoth in pesara,"recomended for n.p.k 5grmmulti k 5grms/lt waters,"
weedicides in black gram,no weedicides after 50 days
green gram grouthing,multi k 1kg/acre
powdery mildew in greengram,wettable sulphur 3gm/lit.
green gram flower midge,recommended to monocrotopos 1.6ml/lit
growth in greengram,recommended for multi k 1 kg/ac
green gram weed managemant,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
plant sucking pest,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre"
asked about flowering in green gram,recommended to spray multik@5gm/lit
control of spodepera in green gram,spray larvin 300 gr/ acre
control of borer in black gram,cloropyriphos 500 ml / acre
sucking  pest in  green gram,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 50 ml per acre"
green gram rust,recomoded dosage feso4 5gr/10lit water
control of  podery mildew in green gram,spray micro butanil   100 gr / acre   leda   kerathion 100 ml / acte
green gram sheath rot,blitox 600gr/acre in 200 lt water
green gram  growth,recomended in multi k 1kg/acer
green grem aphids,recomonded dosage ullala 75gr/acre
wilt in green gram,recommended to spray copper oxy chloride (blitox) 600 grams per acre
asked about anthracnose in greengram,recommended to spray blitax@30gm and 1gm streptocyclin in 10lit
askd about whitefly in greengram,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre"
leafhoppers in greengram,recommended spray of acephate 300 grams/ acre in green gram
2months after  weed management,not  recommended
green gram protection,"dimethoate(rogar, rogarin) 400 ml per acre"
"sucking pests
in green gram","marshal 300ml/acre
to take advantage of ussd feature * 491 * 103 # on your mobile you have to dial the number, then follow the instructions you find information about the services appropriate choice (1-8) can get elected.

market information 18002082081"
asked about aphids in greebngram,recommended to spray acephate@1gm/lit
asked green gram sucking pest,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre"
sprey fertilizers in red gram,recommended for multi-k 5 g/ltr
control of yellowing in  green gram,spray  agromin max   5 gr / lit of water
green gram weedicid e,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
powder mildew in greengram,recommended to spray dinocap(kerathane) 400 ml per acre
midges in green gram,trizophos (titan  hostathion )300 ml/200 lts water
weedicide   in green gram,recommended to spray pendimethalin    1  lit        / acre
green gram irrigation management,"recommended for flowering time,"
leaves drying in green gram,mancozeb m-45 2.5 gm/lit.
green gram aphida,recomonded dosage ullala 75gr/acre
leaf roller attack in greengram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
about management of the weeds in green gram,recommended to spray propaquizafop(agil) 250-300 ml/acre
leaf eating caterpillar in greenfram,recommended to spray nagata 300 ml acre
about management of the helocoverpa,"recommended to spray chlorpyrphos(korban, dursban, lethal,  radar) 500 ml per acre"
growth in greengram.,agromin max 1kg/acre in 200 lt water
green gram  root   grub,carbofuran 3g 6 -8 kg / acre
green gram larval infestation,recommended to spray chloripyriphos 500 ml/acre
fertilizer dose greengram,apply n 8kg p 20kg
seed treatment for  greengram,30 grams of carbosulfan (marshall) per kg of seed
micro nutrient deficiency  in green gram.,recomended to spray agromin max 5grams/litre
yellow vein mosaic,acephate 300 gr/acre in  200 lt water
green gram shoot rot,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
jassids in greengram,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
green gram cercospora leaf spots,recommended to spray saaf 400 gr/acre in 200 lt water
pod borer problem in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
"yellow mosaic
(pallaku tegulu) in greengram  control measures",spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).
weed managmenty in green gram,"pendimethalin(stomp, pendigaurd,pendistar) 1.3 litre per acre"
green gram stem borer,recommended to spray chlorantriniprolu  (corazen) 40-60 ml/acre
"yellow mosaic
(pallaku tegulu",)
stem borer in green gram,recommended to spray thiochloprid (alanto)  250 ml per acre
larval pest on green gram,"spray, lannet (mrthomyl) 400 gr + imidacloprid 100 gr/acre"
green worm in green gram,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
tobacco caterpiller in green gram,"recommended to spray neemoil(azadi,nimbicidin, rakshak) 1 litre per acre"
gren gram  helicoverpa damage,monochrotophos 1. 6 milli liter / liter water
about management of the leaf eating bettels,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
"yellow mosaic
(pallaku tegulu) in greengram",spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).
yellow mosaic in green gram.,recommended to control sucking pests .
spodoptera in greengram,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml  per acre"
green gram ymv damage,remove effected plants & spray acephate 1. 5 gram / liter water
about management of the green gram ymv,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
varities of green gram,"recommended varities of green gram :lgg20,22,611,645,709,"
green gram leafs yellowing,saaf 400 grams /acre in 200 liter water
green gram leaf foldar,recommended for spray emamectin benzoate ( proklin ) 100ml /acre
sucking pest problem in greengram,acephate 300 gr/acre in  200 lt water
ymv problem in greengram,recommended to spray for vector control - dimethoate(rogar   rogarin)400ml/acre and acephate 300 gr/acre
greengram of  leaf eatting caterpiller,"recommended to spray neemoil(azadi,nimbicidin, rakshak) 1 litre200water  per acre"
green gram sucking pest&leaf spot,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre   recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
leaf eating catterpiller of green gram,"recommended to spray phoslone (jolone, faslone) 600 ml 200 l water per acre"
for growth of green gram,multi-k(13-0-45) 1 kg/acre in 200 liter water
yellow mosaic vius,recommended to spray dimethoate(rogar) 400 ml/acre
about management of the helicoverpa and spodoptera in green gram,recomended to spray emamectin benzoate (proclaim) 100 grams/acre in 200 lt water
pest damage in green gram,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre"
green gram moisture improvement,recommended for spray urea 5 gram/ 1 liter of water
green gram yellowing  of leaves,recommended to spray   monocrotophos 400 ml / acre
leaf crickle diseas in green gram,recommended to spray dimethoate(rogar) 400 ml/acre
yelow mosaic virus in green gram,"spray methyl demeton 25 ec 500 ml/ha or dimethoate 30 ec 500 ml/ha or thiamethoxam 75 ws 1g/3 lit and repeat after 15 days, if necessary."
helicoverpa damage in green grem,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
yellowing of leaves of green gram,recommended to spray chemicals to control sucking pests.
sucking pest problem in green gram,recommended to spray acephate 300 gr/acre in  200 lt water
green gram sucking,recommended for spray conpidar 150ml /acre
herbicide use in greengram crop at 15-20 days,recommended to spray phenoxy  prop-p-ethyl (whip super ) 200 ml acre
flower eating caterpillar,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
about seed treatment in green gram,30 grams of carbosulfan (marshall) per kg of seed
sucking pest damage in chillies,acephate 300 gr/acre in  200 lt water
greengram seed rate,6-7 kg/acre (10-12kg/acre rice fallow)   65-70 days 5-6 quintals/acre   )
green gram helicoverpa dmage,monochrotophos 1.6 milli liter /liter water
about management of the small bettels,"recommended to spray neemoil(azadi,nimbicidin, rakshak) 1 litre per acre"
pest  damage in green gram,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
pod borer problem in greengram,recommended to spray chloropyriphos 500 ml/acre or quinolphos 400 ml/acre
leaf spot on green gram,"spray, saaf 400 gr/acre"
seed treatment in greengram crop,recommended to apply carbosulfan 30gr/kg seed
green gram moister improvement,recommended for spray urea 5 grams/ 1 liter of water
for better growth in green gram,"spray, urea 10 gr/l water"
virus disease in green gram,"spray, imidacloprid 100 ml/acre"
thrips damage in green gram,recommended to spray dimethoate(rogar) 400 ml/acre
"yellow mosaic
(pallaku tegulu) in breen gram","yellow mosaic
(pallaku tegulu)	spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly)."
pallaku disease in green gram,"spray, acephate 300 gr + monocrotophos 250 ml/acre"
green gram fertilizer management,"green gram fertilizer management  dap 1 bag , urea 15kg/ac"
thrips attack in greengram.,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
ymv problem in greengram crop,for ymv vector controlrecommended to spray acephate 300 gr/acre
black gram  yellow mosaic  virus,remove effected plants and spray  acephate 300 gram / acre
about management of the spodoptera in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
greem gram yellow mosaic,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 100 ml per acre"
"yellow mosaic virus in greemn gra,m",recommended to spray dimethoate(rogar) 400 ml/acre
sucking pest of greengram,"recommended to spray neemoil(azadi,nimbicidin, rakshak) 1 litre200 water  per acre"
tobaco caterpilar problem in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
leaf hopper:of block gram,spray the infested crop with methyl-o- demeton 750 ml in 700 - 1000 l water per hectare
leaf eating caterpillar infestation in green grsam,proclaim-90gm/acre/200liters of water
nutrient mabnagement in green gram,multi-k-1kg/acre/200liters of water
weed managament in green gram,recommended to spray lagan 300ml/ acre
green gram yellow mosaic and gram pod borer,"recommended to spray dimethoate(rogar) 400 ml/acre and spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
greengram caterpillar control measures,"dichlorovas (nuvan, doom, fume, lava) 250 ml per  acre"
helicoverpa damage in green geram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 400 ml per acre"
white flie sinfestation in green gram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
green  gram growth,recomonded doasge multi k 1kg/acre
aphid damage in green grams,"recommended to spray dichlorovas (nuvan, doom, fume, lava) 250 ml per  acre"
green grame weed managment,"pendimethalin(stomp, pendigaurd,pendistar) 1.3 litre per acre"
green gram powdery mildew plant protection,"carbendazim (bavistin, derosal, carbendazim) 200 grams per acre"
greengram helicoverpa damage,monochrotophos 1.6 ml / liter
green gram starting stage,blitox 30 gr/10 lt water & plantomycin 1 gr/10 lt water
pest infestation and control measure,spraying of chlorophyripos 2.5ml/liter of water
control of wilting symptoms in green gram  due to  heavy sun shet,spray urea 10  gr / lit of water   leda  potasium nitrete    10 gr / lit of water
asked research station number,contact to 08554–201388
mosaic virus in green grams,dimethoiate (rogar)400 ml/acre in 200 lt water
pulses pod borer,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
leaf eating  catter pilleer in greengram,"recommended to spray novaluran (reman, nova, sicissors ) 400 ml per acre"
green gram tobacco caterpillar damage,recommended to missile 90gm/acre
green gram defoliaters,recommended to emulsifiers
gram pod borer in greengram,proclaim 90g/acre
green gram yellowing of leaf,recommended to blitox 3grm/lit water
`green gram pod borer,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
green gram storage pest,"recommended to spray malathion( cythion,chemithion,more ) 5ml/l on gunny bags"
white fly damage in green gram,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 100 ml per acre"
for flowering in green gram,recommended for multi k (13-0-45) 1kg/acre
for floweing in green gram,recommended for multi k (13-0-45) 5grms/lt water
helocoverpa in green gram,recomended plithora 350ml/acre
gram pod borer in green gram,plithora 350ml/acre
green gram damage,monocrotophas @1.6ml/lit water
maaruka in green gram,recommended spray of profix 2ml + nuvan 1ml per acre in green gram
15 days after  weed management,recomended persut 400ml/acre
yellowing of leaves in greengram,spraying of z-78 500gms/200lt
recommended to spray imazitapyr (pursuit ) 400 ml per acre   ??????????? (?????? ) ????? 400 ??????  200 ??????? ?????? ????? ???????? ??????,recommended to spray imazitapyr (pursuit ) 400 ml per acre   ??????????? (?????? ) ????? 400 ??????  200 ??????? ?????? ????? ???????? ??????
control of pachha purugu un green gram,proclaim 90 gr / acre
asked about bacterial disease in greengram,we recommended blitax 3gms and 100milligrams plantomycin in litre water
green gram bugs,recomanded in chloripyripas 2.5ml/liter
virus control in green gram,recommended spray of confidor 80 ml/ acre in green gram
greengram leaf cater piller,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
rot rot in gren gram,recommended to spray copper oxy chloride (blitox) 600 grams per acre
asked green gram varaties,"lbg 407,lbg 460,450,410"
greengram viral disease,recommended for regent 2 ml/l
viral disease in green gram,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre"
asked about pest in green gram,recommended chlorophriphos@2.5ml/lit
leaf eating cater pillars in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
aphids in green gram,recommended spray of confidor 80 ml/ acre in green gram
aphids in greengram,spraying of pride 100gms/200lt
seed treat ment in  green gram,recommended carbosalphan 30g/kg seed
yellow mosaic virus green gram,recommended monochrotophos 2 ml /lt water
catterpiller  in pesara,recomended chloripyriphos 500ml/acre
green gram yield,we said 5 to 6 q /acre
green gram chitha purugulu,recommended chloropyriphos @ 1.2ml/lit
asked abou fungal disease,recommended carbendazim@2gms/lit
"sucking pest
in green gram",monocrotophas 1.6 ml/l + acephate 1.5g/l
virus tolerant green gram,"virus tolerant green gram - lgg 407, lgg 460"
asked about greengram  pest,recommended chlorofiriphos@2.5ml/lit
seeking crop for time,"recommended green gram
contact 0877 – 2248739 -tirupati
0877 – 2276240---perumallapalli"
sucking pest in g gram,dimethoate 400ml/200lts water (rogar  rogarin)
tobaco cater piller,larvin 1.5 gr/acr
mosaic virus in green gram,recomended confidor 3ml/10lit water
tobacco caterpillar in gram,astaf 1.5 gr/lit
control of pachhapurugu in green gram,plethora 300ml / acre
deficiency of potash in green gram,multi k   5 gr / lit of water
leaf spots in greengram,recommended saaf 2 gram for 1 litre water
rot in green gram,copper oxy chloride (blitox) 600 grams per acre
"powdery mildew, helicoverpa damage in green gram",recommended sisthane 100 grams and proclaim 100 grams for 200 litre water
caterpillar and thrips in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre 
recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
thrips damage in  green gram,rogar 2ml/lit.
pre emergence weeds in green gram,pendimethalin 30% 1 liter /acre
greengram sucking pests,recommendfed to rogoar 2ml acephate 2.5gm/lit
asked about fruit borer in green gram,recommended to spray chlorophriphos@2.5ml/lit
spots on greengram,"mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
caterpillar and powdery mildew in green gram,"recommended to spray dinocap(kerathane) 400 ml per acre    
recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
green gram fruit drop,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
pallaku tegulu in greengram,"mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
"rust
in green gram","benomil 200g/acre
marshal (carbosulfon)-300ml/acre"
for storage of green gram,"recommended to spray malathion( cythion,chemithion,more ) 400 ml per acre"
greeen gram pod borer,recommended to missile 90gm/acre
asked about green gram varities,recommmended to grow lgg 460
asked about greengram varieties,recommended to contact your nearby ao officer
powdery mildew in pulses,dinocap(kerathane) 400 ml per acre
mealy bug in green gram,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
black spot in green gram,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres
yellow virus in green gram ?,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
aphid damage in greengrams,"acephate (antaf, artin, lucid )  300 grams per acre"
green gram flies,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
greem gram leaf curling,"acephate (antaf, artin, lucid )  300 grams per acre"
holes in green gram ?,recomended for chloropyripos 2.5 ml/ liter of water
geengram weed management,recommended to pusrute 200ml/acre
greengram leaf folder,recomended for regent 2gr/lit water
weddicide at 30days,recommended no weedicide removal is better
asked about about leaf eating caterpillars in green gram,recommended to spray chlorophriphos@2.5ml/lit
weed management green gram ?,quizalopop ethyl(targa super) 400 ml per acre
asked about thrips in greengram,recommended to fipronil@2ml/lit
growth  in green gram,multi k 5gm/lit.
green gram fruit borer and powdery mildew,"triazophos (hostathion, titan, sutathion) 300 ml per acre
   dinocap(kerathane) 400 ml per acre"
bacterial leaf blight: xanthomonas phaseoli in greengram,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres
grengram white fly,"acephate 1,5 gr/lit water"
caterpillars in green grams,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
gren gram borer,"recommended to spray dichlorovas (nuvan, doom, fume, lava) 250 ml per  acre"
caterpillars in greengram,"carbaryl(sevin, thanvin, krivin,) 600 grams per acre"
mite damage in greengrams,"dicofal(kelthane, mite, hillfol) 1000 ml per acre    ????????"
asked about green gram market rates,your number is registered for market information
semi lopper in green gram ?,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
recommended crops for summer,"recommended for blackgram,greengram,nuvvulu,tomato,brinjal"
greengram cascuta control,recommended for to spray parsuit 200 ml/ac at 20 days after sowing
black gram  seed treatment,recommended to 30gm carbosufan and 2.5gm capton/kg seed
green gram inter cropping,sesame -green gram inter cropping
yello mosaic in green gram,remove effected plants
powderymildew and blossom midge in green gram,"recommended to spray dinocap(kerathane) 400 ml per acre   ?????????? (??????)   ???????? 400 ?? ???  200 ??????? ?????? ????? ???????? ?????? 
recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre   ?????????? ??????? (???????????, ??????, ??????????) ??????? 300 ?????? 200 ??????? ?????? ?????  ???????? ??????"
leaffolder in greengram,chlorypyriphose 2ml/l of water
green gram yellow mosaic virus damage,remove effected
stem & pod borer in green gram ?,recommended to used chloripyriphos 6ml/litre for root drenching
control of spodeptera in green gram,spray   mono crotophos  1.6  ml / lit of water
