QueryText,KccAns
red gram webber,red gram webber 
red gram white fly management,recommended to spray  imidachlopride 100 ml/acre for 200 liter of water
leaf webbing in red gram,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
aphids management in red gram,recommended to spray dimethoate 400 milli/acre
red gram  caterpillar  management,red gram  caterpillar  management  recommended novaluron 400ml/acre
redgram leaf webber management,recommended to spray  chlorpyrifos 500 ml/acre
mirge fly management in red gram,recommended to spray triazophas 400 milli/acre
red gram flower eating caterpiller,red gram flower eating caterpiller :  advised to spray chloripyriphos @ 500 ml per acre
redgram weed control,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre"
redgram  pod borer,redgram  pod borer : spray cholripyriphas 2.5 ml or dichloriphads 1 ml per liter water
red gram flower eating caterpillar management,red gram flower eating caterpillar management : recommended to spray   chloripyriphos 500 ml/acre
laef eating caterpillar in red gram,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
red gram  flower  drop  management,red gram  flower  drop  management recommended  planofix  50ml/acre
red gram  maruka vitrata managemnent,recommended to spray lambda cyhalothrin 400 milli liter/acre
red gram flowering inproment information,recommended to spray potassium nitrate 1 kg/acre for 200 liter of water
leaf eating caterpillers in redgram,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
red gram  nutrient  management,red gram  nutrient  management  recommended planofix 50ml/acre
red gram pod borer  management,red gram pod borer  management : recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
pod borer management : recommended to spray lambda cyhalothrin 400 ml /200 litres of water /  acre,pod borer management : recommended to spray lambda cyhalothrin 400 ml /200 litres of water /  acre
chini  growth managemnet,recommended to spray imazathapyr 300 milli liter/ acre
redgram weed mangement,redgram weed mangement : recommended to spray quizalopop ethyl 400 ml per acre
leaf eting cater pillars in red gram,recommended to spray cypermethrin 300 ml /200 litres of water / acre
"leaf eating caterpillar management in red gram
growth initiation in red gram","recommended to spray emamectinbenzoate 100 grams/acre 
recommended to spray potassium nitrate 13;00;45 1kg/acre"
red gram nutrient mangement,recommended to spray 13-0-45  1kg/acre in 200 lt water
red gram  pod  borer  management,red gram  pod  borer  management  recommended novaluron 300ml/acre
mealy bugs in redgram,mealy bugs in redgram :recommended to spray profenofos 400 ml/200 liters of water /  acre
management of redgram leaf eating caterpiller,recommended to spray chlorpyrifos 2.5 ml/1 liter of water
red gram  midge  fly  management,red gram  midge  fly  management  recommended 400ml/acre
aphides in red gram,recommended to spray imidacloprid 60 ml /200 litres of water / acre
powdery mildew in red grams,recommended to spray fenamidone+mancozeb 600 grams/200 liters of water /acre
red gram podborer management,red gram podborer management: recommended for spray profinophos 2 ml/ 1 liter of water
redgram sucking pests,recommended to spray acephate 300 grams/ acre
management of redgram wilt,recommended  to spray copper oxy chloride  600 grams   +   streptocycline   20 gram  / 200 litres of water /acre
red gram leaf hopper damage,recommended to spray monochrotophos 1.6 milli liter / liter water
red gram maruka vitrata management,recommended  to spray lambda cyhalothrin 400 milli liter / acre
red gram pod borer:,red gram pod borer:recommended nuvaluron+indaxicarb(plethora)350ml/acre
stem borer red gram,recommended to spray    novaluran  200 ml /200 liters of water / acre
red gram leaf webber damage,recommended to spray quinalphos 2 milli liter / liter water
trips in red gram,recommended to spray acetamipride 40 grams per acre
white flie in red gram,recommended to spray imidacloprid 60 ml /200 liters of water / acre
red gram white fly damage,recommended to spray imida chloprid 100 milli liter/ acre
root rot in red grams,recommended  to drench  copper oxy chloride  3 grams / 1 litre of water
white  fly in red gram,recommended to spray  polo 300 grams /acre in 200 liter  water
mealy bug management :,"mealy bug management :
recommended to spray oxy dematon methyl 400 ml / 200 litres of water / acre"
red gram pod borer :,red gram pod borer :nuvalnuran 120 ml/acre
white flies in red gram,recommended to spray imidacloprid 60 ml /200 liters of water / acre
red gram wilt management,"red gram wilt management :  
recommended to spray coppor oxy chloride 600 gr/acre in 200 lt water"
management of redgram pod borer,recommended to spray emamectin benzoate  90 grams /200 liters of water / acre
redgram thrips control,recommended to spray acephate 300 gr/acre in  200 lt water
management of red gram tobacco caterpiller,recommended to spray  novaluron+indoxacarb  350 ml / 200 litres of water / acre
redgram nutrient management,recommanded to spray agrminmax 3 gms per litre of water
fertilizer management in red  gram,recommended to spray 19-19-19 kg/acre   in 200 liter water
redgram podborer control,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
pod borer management in redgram,pod borer management in redgram :recommended to spray lambda cyhalothrin 400 ml /200 litres of water /  acre
hairy caterpillers in redgram,recommended to spray acephate 300 grams/ acre
red gram pod borer managemant,red gram pod borer managemant
red gram maruka damge:,red gram maruka damge: plubendamide 125ml/acre
red gram whitefly,recommended to spray imidacloprid 60 ml /200 litres of water / acre
red gram  caterpillar management,red gram  caterpillar management recommended novaluron  400ml
redgram stored pests,redgram stored pests: recommended to dust malathion 1gram per kilo seed
red gram root rot management,recommended to spray copper oxy chloride  600 gr/acre in 200 lt water
regram pod borer control,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
pigeonpea  podborer control,"recommended to spray dichlorovas (nuvan, doom, fume, lava) 250 ml per  acre"
weed management in red grams,recommended to spray imazitapyr @ 300- 400 ml per acre
redgra pod borer control,recommended to spray chloripyriphos 500 ml/acre in 200 liter water
red  gram leaf spot management,red  gram leaf spot management : recommended for spray mancozeb 3 grams/ 1 liter of water
redgram pod borer management,recommended to spray  novaluron+indoxacarb  350 ml / 200 litres of water / acre
red gram aphids management,recommended to spray  acephate 300 gr/acre in  200 lt water
red gram leaf spot management,recommended to spray carbendazim   200  grams/  200 litres of water /acre
red gram pod management,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
wilt red gram,wilt red gram
redgram sucking pest management,recommended to spray triazophos 300 ml /200 litres of water / acre
redgram aphides control,dimethoate(rogar   rogarin)  400ml/acre
weed management in red  gram,not recommended
redgram fusarium wilt,redgram fusarium wilt: recommended to crop rotation with jowar
wilt in red grams,recommended  to drench  coppor oxy chloride  3 grams / lit of water
powdery mildew in redgram,dinocap carathane 400ml/acre
red gram borer management,recommended to spray emamectin benzoate  100 grams /200 liters of water / acre
mites in red gram,recommended to spray dicofol 1 liter /200 litres of water /acre
root grub in red gram,recommended to drench chlorpyrifos 6 ml/litre
red gram fussarium wilt management,advised to drench the plant base with coc  30 grams + streptocyclin 1 gram per 10 liters  of water
redgram dry root rot,recommended soil drench carbendaziem 1 gram/litre water
red gram leaf damage,recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre
fertilizer dose in red grams,advised to apply 40 kg urea and 20 kg potash per acre
agriculture officer contact no:,"farmers call centre	1800-425-1110, 1800-425-4440"
weed control at 40 days in red gram,weed control at 40 days in red gram: not recommended
red gram wlit,recommended to spray metalaxyl 200 grams per acre
pigeon pea wilt,pigeon pea wilt :recommended to spray copper oxy chloride  3 grams per litre water
red growth management,recommended to apply urea 25kg /acre
gram caterer pillar management,gram caterer pillar management :  recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre
red gram root grub management,recommended for apply carbofuran 3 g 10 kgs/acre
weed management red gram,recommended to spray propaquizafop 250-300 ml/acre
pigeon pea pod borer,pigeon pea pod borer : recommended to spray monocrotophos 1.6 milli litre per acre
about the redgram tobacco caterpiller management,recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre
red gram sucking pest management,recommended to spray acephate 300 grams/ acre
red gran wilt,advised to spray tebuconazole + trifloxystrobin  @ 160 grams per acre
leaf eating catterpiller damage in red gram,recommended to spray profinophas 400 milli/acre
stem borer in redgram,recommended to spray  spinosad 75 ml/acre sprinter  tracer
leafy caterpillers in redgram,advised to spray chloripyriphos @ 500 ml per acre
fertilizer management red gram,recommended to spray 13-0-45  1 kg / acre in 200 lt water
leaf folder control in redgram,"recommended to spray dichlorovas (nuvan, doom, fume, lava) 250 ml per  acre"
weed management in redgram 30 days after sowing,not recommended
sterility mosaic in red gram,recommended to spray dicofol 1 liter /200 liters of water /acre
red gram fusarium wilt management,red gram fusarium wilt management  recommended monocrotophos 350ml/acre
wilt management in red gram,recommended to spay copper oxi chloride 600 grams/acre
paddy 45 days weed mangement,paddy 45 days weed mangement : no weedicide is used at this stage
red gram gram growth management,recommended to spray multi-k 5 gram / liter water
red gram  wilt management,recommended to spray carbendazim 2gram / liter water
red gram growth management,recommended to spray multi-k 5 gram / liter water
red gram root grub damage,recommended to apply carbofuran 3g 10 kg/acre
root rot in red gam,recommended  to drench  coppor oxy chloride  3 gm / lit of water
fertilizer dose for red grams,advised to apply 40 kg urea and 20 kg potash per acre
red gram aphid damage,recommended to spray monochrotophos 1.6 milli liter  / liter water
red gram tobacco caterpillatr,recommended to spray    novaluran  300 ml /200 litres of water / acre
red gram fussarium wilt,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water
red gram powdery mildew management,red gram powdery mildew management : recommended to spray carbendazim   200  grams/  200 litres of water /acre
red gram mealy bug management,mealy bug management recommended to spray profenofos  2 ml /1 litre of water
zinc deficiency in coton,recommanded to spray zincsulphate 400 gms per acre
management of redgram whitefly,recommended to spray acephate 300 gr/acre in  200 lt water
red gram fungus management,recommended to use copper oxy chloride 600 gr/acre in 200 lt water
about the redgram flowerdrop,recomonded to spray planafix 50milliliters/acre
red gram  heaf spot damage,recommended to spray mancozeb  m-45 2 gram/ liter water
about storage pest,sprey rec. dosage of malathion 2ml/1lit. water
maruca daage in redgram,plubendamide (tukumi) 350 grams in 400 litres of water
proper growth in red grams,recommended to spray  multi-k (13-0-45)1kg/acre in 200 lt water
inter cultivation in redgram at flowering stage,inter cultivation in redgram at flowering stage not required
red gram pod borrer attack,"recommended to spray phoslone (jolone, faslone) 400 ml per acre"
spodoptera in red gram,recommended to spray tukumi 125 grams in 150 litres of water per acre
redgram pod borer control meaurs,recommended to spray proclaim 100 grams/acre in 200 lt water
red gram storage pest,"recommended to spray malathion( cythion,chemithion,more ) 400 ml per acre"
about management of the storage pests,apply aluminium posphide tablets
red gram storage  management,"recommended to spray malathion( cythion,chemithion,more ) 400 ml per acre"
stored grain pest control,recommended to  malthion 5 ml/li water spray on bags used for storgae of redgrams
about the helicocerpa damage in redgram,recomonded to spray indaxycarb 1milliliters in 200liters of water
pod borrer in red gram,recomended to spray phosalone 400milli/acre
red gram drought effect,recommended to spray  urea 5-10 gm / lit
red gram  fruit borer,recommended to spray flubendamide(fame) 40-50 ml per acre
redgram flower droping management,recommended spray planofix 5ml/2olitres of water
red grams market info,"red grams market info
ongole  
15/2/16 min7800 -max 7900"
redgram wilt resistance varieties,"redgram wilt resistance varieties: icph-2740 , icpl-87119(asha) , icp-8863(maruthi) , wrg-65 , cph-2740"
red gram leaf eating catter piller management,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
redgram leaf eating caterpillers management,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
red gram tobacco caterpillar management,red gram tobacco caterpillar management : recommended to spray azadirhachtin   1 liter /200 litres of water /acre
leaf spot in red gram,recommended to spray carbendazim + mancozeb [saaf] 400  grams/  200 litres of water /acre
red gram leaf eating  caterpillar management,-
sucking pest  management,-
redgram weeed management,redgram weeed management
redgram wilt control,recommended to spray tebuconazole grams /200 litres of water / acre
redgram wilt management,recommended  to drench  copper oxy chloride  3 grams / 1 litre of water
fertilizer ratio of red gram crop,recommended one kg dap for red gram crop
weed management in red gram @ 30 days,recommended not to spray any weedicide just do hand weedind
fertilizer dose for red gram,advised to apply 40 urea and 20 kg potash
leaf eating caterpillar in redgram,recommended to spray   monocrotophos 400 ml / 200 l water per acre
mole cricket damage in red gram,recommended to spray chloropyriphas 500 milli/acrev
grass hopper damage in red grams,recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre
fertilizer use availability,fertilizer use availability  20kg urea vermcompost 50kg /acre
about the redgram podborer management,recommended to spray imamactin benzoate 100 grams per acre
red gram weed  management,recommended to spray propaquizafop(agil) 250-300 ml/acre for 200 liter of water
red gram fertilizer availability,red gram fertilizer availability 24 urea /acre
red gram fertiliser dosages,red gram fertiliser dosages : recommended to apply urea 20 kgs + 10 kgs potash /acre
weed control for redgram,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
red gram fertiliser,red gram fertiliser : recommended to apply urea 20 kgs + potash 15 kgs /acre
red gram grass hopper,red gram grass hopper : neem oil 5ml/ liter water
weed mangement in red gram for 15days after sowing,recommended to spray quizalofop-p-ethyl  400 ml/200 litres of water /acre
red gram caterpillar damage,recommended to spray chloripyriphos 500 ml/acre
leaf eting catter pillars in red gram,recommended to spray  chlorpyrifos  500 ml/200 liters of water / acre
red gram helicoverpa armigera,recommended to spray chloripyriphos 500 ml/acre
root rot damage in red gram,recommended to spray copper oxi chloride 600 grams/acre
hopper damage on red grams,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
borer management - red gram,recommended to spray chlorpyrifos 500 ml / acre in 200 liter water
laef eating caterpillar in redgram,laef eating caterpillar in redgram
weed management in redgram + green gram sa inter crop,recommended to spray agel 250milli/acre
weed management in red gram 2 days after sowing,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre
redgram fertilizer recommendations,"recommended to apply 16 kgs urea,43 kgs dap"
red gram leaf blight,recommended to spray copper oxy chloride (blitox) 600 grams per acre
red gram  weed management,red gram  weed management : recommended to spray pendimethalin  1-1.25 litre /200 litres of water acre
redgram fertilizer use,redgram fertilizer use
redgram varieties & fertilizer management,"red gram variety : wrg-65,53,lrg-41,icpl-87119,8863,prg-100,158 & mrg-1004   
fertilizer management : dap- 50kg /acre"
red gram & pearl milet weed management,"recommended to spray atrazine(atratop , solaro ) 800 grams per acre"
leaf eating caterpillar on red gram,recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre
"red gram , green gram fertilizer ratio","recommended 2 tones of compost , 8 lgs of nitriogen + 20 kgs of posphorous @ time of before sowing"
about the weed management in redgram,recommended to spray propaquizafop 250-300 ml/acre
red gram   seed treatment,recommendedto treat with rhizobium culture 10 gram / kg  seeds
from where we buy red gram seeds in mahaboob nagar district,suggested palem research station nea mahaboobnagar district for purchasing of red gram seed
red gram weed managment,"recommoded pendimethalin 1-1,5"
green plant hopper on red grams,recommended to spray acephate 300 grams/ 200 litres of water / acre
red gram mite management,red  gram mite management : recommended for spray dicophal 5 ml/ 1 liter of water
tur pod borer management,recommended to spray monocrotophos 400 ml /200 liters of water /acre
red gram pod borer and sucking pest,recommended to spray  novaluron+indoxacarb  350 ml / 200 litres of water / acre  and recommended to spray imidacloprid 60 ml /200 litres of water / acre
pod bore in red gram,recommonded to spinosad 45%sc 125-162 ml/ha
wilt management in redgram,recommended  to drench  copper oxy chloride  3 grams / 1 litre of water
red gram pod borwer,recommended to spray  novaluron+indoxacarb  350 ml / 200 litres of water / acre
redgram podborer management,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
management of red gram leaf eating caterpillar,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
mites management in redgram,recommended to spray dicofol 1 litre  /200 litres of water /acre
red gram weed nutrient management,recommended to spray imazitapyr )300- 400 ml/200 litres of water  per acre
redgram leaf eating cater pillar,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
management of red gram pod borer,recommended to spray  novaluron+indoxacarb  350 ml / 200 litres of water / acre
leaf caterpillar management in red gram,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
leaf eating caterpillar management in redgram,leaf eating caterpillar management in redgram : recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
red ghram pod borer,recommended to spray thiodicarb 300 gr 200 litres of water / acre
red gram webber gram,recommended to spray quinalphos 400 ml/liters of water/acre
pod borer mnagement in redgram,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
redgram leaf folder management,redgram leaf folder management
helicoverpa management in red gram,recommended to use flubendamide 125 gm/ 200 litres of water/ acre
leaf folder management in redgram,recommended to spray monocrotophos 400 ml /200 liters of water /acre
leaf eating caterpillar and borer management,recommended to spray dichlorvos  250 ml / 200 litres of water /  acre
red gram webber management,recommended to spray quinalphos 400 ml/ 200 liters of water/acre
management of red gram helicoverpa,recommended to spray emamectin benzoate  90 grams /150 litres of water / acre
sucking pest management in red gram,recommended to spray thiamethoxam 40 grams /200 litres of water / acre
helicoverpa amangement in red gram,recommended to use 10 kg neem paste+ 2 kg cow manure + 10 litres cow urine in 200 litres drum
nutrient management in red gram,recommended to spray potassium nitrate 13-0-45 1  kg/acre in 200 lt water
red gram leaf eating cater pillar management,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
weed management at 120 days,weed management at 120 days: not recommended
red gram flower damage,advised to spray chloripyriphos @ 500 ml per acre
red  gram   flower  drop  management,red  gram  flower  drop  management   recommended planofix 50ml/acre
red gram jassids,recommended to spray imidacloprid 60 ml /200 litres of water / acre
redgram whiteflies management,recommended to spray monocrotophos 400 ml /200 litres of water /acre
leaf webber in redgram,recommended to spray monocrotophos 400 ml /200 litres of water /acre
sucking pests  on red grams,recommended to spray thiamethoxam 40 grams /200 litres of water / acre
leaf folder damage in red gram,recommended to spray monocrotophos  320 ml /200 litres of water /acre
management of redgrm tobacco caterpiller,recommended to spray emamactin benzoate 90 grams per acre
pod bore management,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
red gram leaf folding,recommended to spray monocrotophos  320 ml /200 litres of water /acre
leaf hopper and white fly management in red gram,recommended to spray acetamipride 40-60 grams/acre
thrips in redgram,recommended to spray monocrotophos 400 ml /200 liters of water /acre
red gram gram caterpillar management,recommended to spray lambda cyhalothrin 400 ml /200 litres of water /  acre
red gram leaf webber,red gram leaf webber: suggested to spray chlorpyriphos @ 2.5 ml/l water + nuvan @ 1 ml/l water
leaf eating caterpillar management in red geram,recommended to spray profinophas 400 milli/acre
red gram irrigation management,recommended give lite irrigation at this stage
redgram caterpiller management,recommended to spray chloripyriphos 500 ml/acre
white fly management in red gram,recommended to spray acetamipride 40-60 grams/acre
sucking pests damage in redgram,recommended to spray azadirhachtin ( 1 liter /200 liters of water /acre
redgram sucking pest control,recommended to spray imidacloprid 60 ml /200 litres of water / acre
maruka titreta management,maruka titreta management : recommended to spray lambda cyhalothrin 400 ml /200 litres of water / acre
red  gram   leaf  eating  caterpillar  management,red  gram   leaf  eating  caterpillar  management recommended imomectin  benzoate  80gr/acre  and phasphomidan  400ml/acre
yellow mosaic in redgram,recommended to spray triazophos 300 ml /200 litres of water / acre
red gram leaf bebber management,recommended for spray acephate 1.5 grams/ 1 liter of water
weed manegement in red gram,not recommended
red gram  leaf folder management,recommended to spray chlorantriniprolu 40-60 ml/acre
management of redgram flowerdrop,recommended to spray naapthalin acitic acid 50 milliliters per acre
pigeon pea gram white fly management,pigeon pea gram white fly management : recommended to spray acephate 300 gr/acre in  200 lt water
red gram midge,recommended to spray chloripyriphos 500 ml/acre
red gram fruit borer management,red gram fruit borer management: recommended for spray profinophos 2 ml/ 1 liter of water
redgram whitefly control,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre"
red  gram  leaf  eating  caterpillar  management,red  gram  leaf  eating  caterpillar  management  recommended quinolphos  400ml/acre
red gram  leaf  eating  caterpillar  management,red gr am  leaf  eating  caterpillar  management  recommended imomectin  bezoate  80gr/acre
red gram maruka management,recommeneded  to spray  lambda cyhalothrin 2 milli liter / liter water
redgram leaf eating caterpiller,redgram leaf eating caterpiller : spray priphinophas 2 ml per liter water
red gram  tobacco caterpillar,recommended to spray lambda cyhalothrin 400 ml /200 liters of water /  acre
management of redgram tobaccocaterpiller,recommended to spray emamectin benzoate  100 grams /200 liters of water / acre
management of redgram leaf spot,recommended to spray carbandizam+mancozeb 2 grams per liter water
red gram pd borer damage,recommended to spray monochrotophos 1.6 milli liter / liter water
pod borer: in red gram,recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre
stem rot in  red gram,recommended  to spray copper oxy chloride  30 grams   +   streptocycline   1 gram  / 1 0 litres of water
red gram leaf hopper management,red gram leaf hopper management : recommended to spray imidacloprid 60 ml /200 litres of water / acre
white fly and leaf eating caterpiller management,recommended to spray acetamiprdi 40-60 grams/acre
management of redgram whitemite,recommended to spray trizopas 300 millilitera per acre
sterility mosaic virus in red gram,wettable sulphur 600 grams per acre in 200 liter water
redgram webber management,redgram webber management : suggested to spray chlorpyriphos @ 2.5 ml/l water + nuvan @ 1 ml/l water
red gram weed management at  15 days,recommended to spray propaquizafop  250-300 ml/200 litres of water /acre
red gram weed management at 15-20 days,recommended to spray imazitapyr300- 400 ml per acre
redgram pod borer  control,recommended to spray flubendiamide  40 ml /200 litres of water / acre
root grubs in red gram,recommended to drenchchloripyriphos 6 ml/litre
redgram pre herbicide,recommended to spray pendimethalin 1 litre /200 litres of water acre
weed management  in redgram sown after 50 days crop,recommended to do hand weeding only . no herbicides should be used  in redgram sown after 50 days crop
information about redgram sowing time,recommended to sow during june to july 15
red gram  post emergence weed management ," recommended to spray 2,4 d  sodium salt 500  grams /200 litres of water per acre  
"
information about red gram weed management (pre emergence),"recommended to spray pendimethalin 1 litre /200 litres of water acre 
"
management of sooty mould in red gram,"sooty mould can be washed off, but unless the causal insects are controlled, it will reappear. to prevent sooty mould, control the insects by spraying broad spectrum insecticides. spray 1% starch solution. after drying, spray with a solution of mild soap and warm water to remove the mould"
pre emergent herbicide in redgram,"recommended to spray pendimethalin 1 litre /200 litres of water acre 
"
management of pest in red gram,recommended to spray profenofos 400 ml/200 litres of water /  acre 
weed management in redgram in 15-20 das,recommended to spray profenofos 400 ml/200 litres of water /  acre 
redgram leaf eating caterpillars management,recommended to spray profenofos 400 ml/200 litres of water /  acre
redgram weed management at 15-20 days crop,recommended to spray imazitapyr  250 - ml/200 litres of water  per acre
redgram fertilizer mangement:,"18kg- urea, 125kg- ssp, 20kg mop"
red gram leaf eating caterpillar manageemnt,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
redgram root rot control,recommended  to drench  copper oxy chloride  3 grams / 1 litre of water
redgram leaf spot control,recommended to spray mancozeb  500-600 grams  per acre
fertilizer recommendation in red gram,recommended to spray 13 0 45 potassium nitrate 5gm / litre of water
redgram leaf eating caterpillar management,redgram leaf eating caterpillar management
bacterial leaf blight in red grams,recommended  to spray copper oxy chloride  600 grams   +   streptocycline   20 gram  / 200 litres of water /acre
redgram mite management,recommended to spray  spiromesifen  200 ml/200 litres of water /acre
management of redgram leaf eating caterpillar,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
helicoverpa management in red gtram,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
pad borer management in redgram,recommended to spray acephate 300 grams/ 200 litres of water / acre
red gram red mite,recommended to spray  ethion  300 ml /200 litres of water /acre
pod borer control in redgram,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
red gram pod fly management,recommended to spray profenofos 2 ml/1 litre of water
wilt red gram management,recommended to spray mancozeb   600 grams / 200 litres of water / acre
red gram pod borer management ,-
about management of caterpiller in cowpea,recommended to spray spinosad 75 ml/200 litres of water / acre 
red gram post emergence  weed management ,"recommended to spray propaquizafop 250 ml/200 litres of water /acre
"
information about redgram wilt management,recommended  to drench copper oxy chloride  3 grams / 1 litre of water 
red gram fertilizer management ,"recommended to apply basal dose 8 kg urea,20 kg single super phosphate /acre"
red gram  root rot management ,"recommended  to drench copper oxy chloride  3 grams / 1 litre of water  
"
red gram post emergence weed management ,recommended to sowing time rabi-september 15-october
dosage of fertilizer in pigeon pea,dosage of fertilizer 12:61 :00 -recommended dosage 5 kgs in field through drip irrigation
red gram sucking pest management ,"recommended to spray imidacloprid 60 ml /150 litres of water / acre       
"
red gram weed management (15-20 days )," recommended to spray quizalofop-p-ethyl 400 ml/200 litres of water /acre (15-20 days )
"
about blight management in red gram,recommended to spray  hexaconazole  400 ml /200 litres of water / acre  
red gram root rot management ,recommended to spot drenching with carbendazim @ 1 gm/ litre
caterpillar management in red gram,recommended to spray azadirhachtin 5 ml / 1 litre of water 
details of weed management in redgram, recommended to spray quizalofop-p-ethyl 400 ml/200 litres of water /acre
about management of weeds in redgram,recommended to spray imazythafir (persuit) 300 ml in 200 litres per acre
management of caterpillar in redgram,recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
fusarium wilt management in redgram,recommended to drench copper oxy chloride  3 grams / 1 litre of water
red gram post  emergence weed management ," recommended to spray quizalofop-p-ethyl 400 ml/200 litres of water /acre
"
red gram initial pest management,"recommended to spray azadirhachtin 5 ml / 1 litre of water 
"
red gram gram pod borer management,"recommended to spray emamectin benzoate  90 grams /150 litres of water / acre  
"
to prevent  germination,recommended to spray salt t water
red gram sterility mosaic management t,"recommended to spray 13;0;45 potassium nitrate  5 grams/1 litre of water 13;0;45 
"
maruka fly management,"recommended to spray thiodicarb 300 gr 200 litres of water / acre   
"
pod fly management,"recommended to spray dimethoate  (rogore) 400 ml /200 litres of water /acre 
"
redgram  caterpillar management,"recommended to spray quinalfos 400 ml/200 litres of water /  acre 
"
redgram caterpillar management,"recommended to spray thiodicarb 300 grams /200 litres of water/acre
"
red gram  pod borer management,"recommended to spray thiodicarb 200 gr 200 litres of water / acre   
"
borer management in red gram,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
"
management of pest in pigeon pea,"recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
"
management of caterpillar in redgram ,"recommended to spray thiodicarb 300 gr 200 litres of water / acre   
"
sucking pest management in redgram,"recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
"
leaf folder management in red gram,recommended to spray formula-4 500ml/200 liter of water/ acre
redgram  caterpillar managment,"recommended to spray npk 19-19-19 mixture  5 grams/1 litre 
"
management of sucking pest in pigeon pea,recommended to spray acephate 300 grams/ 200 litres of water / acre
fruit fly management ,"recommended to spray dimethoate 400(roger) ml /200 litres of water /acre 
"
red gram leaf eating  caterpillar management ,"recommended to spray quinalofos  400 ml/200 litres of water /  acre 
 "
management of caterpillars in pigeon pea,"recommended to spray azadirhachtin ( neem seed kernal extract )  1 litre  /200 litres of water /acre 
"
management of maruca in pigeon pea,"recommended to spray spinosad 75 ml/200 litres of water / acre 
"
redgram  mmaruca vitrata management ,"recommended to spray thiodicarb 300 gr 200 litres of water / acre   
"
management of plant protection in pigeon pea,"recommended to spray  fipronil  400 ml / 200 litres of water /acre  
"
pod borers in red gram,please observe the field and go for spraying if necessary
precautionary spray in red gram,recommended to spray neem oil (1500ppm) @ 5 ml per liter of water.  one liter per acre
management of leaf folder in pigeonpea,"recommended to  fipronil 40 gm /200 litres of water / acre   
"
red gram leaf roler management ,"
 recommended  to spray quinalofos  400 ml/200 litres of water /  acre  "
gram pod borer ," recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
 "
red gram  intial caterpillars management,"recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
"
redgram  pod fly management,"recommended to spray dimethoate 400(roger) ml /200 litres of water /acre 
"
maruka fly management in redgram,"recommended to spray thiodicarb 300 gr 200 litres of water / acre   
recommended to spray    novaluran  300 ml /200 litres of water / acre  
"
red gram sucking pest ,"recommended to spray  fipronil  400 ml / 200 litres of water /acre  
"
management of fertilizers in redgram,"recommended to spray npk 19-19-19 mixture  5 grams/1 litre of water 
"
cater pillar management ,recommended to spray quinolphos@ 2ml per litre 
redgram  flower drop management,"recommended to spray naphthalene acetic acid 50 ml/ 200 litres of water /acre  
 "
management of lepidopterans in pigeonpea,"recommended to spray dichlorvos  250 ml / 200 litres of water /  acre    
"
neem oil recommendation in red gram,neem oil recommendation in red gram : 1 liter per acre (1500ppm)
management of fruit fly in pegion pea,"recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
"
red gram  fruit borer management,"recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
"
pod  borer management,"recommended to spray thiodicarb 300 gr 200 litres of water / acre   
"
