QueryText,KccAns
yellow mosic virus in black  gram,"ఇమిడాక్లోప్రిడ్  0.5 మిల్లి లీటర్లు / 1 లీటర్ల నీటికి చొప్పున కలిపి  పిచికారి చేయాలి. 
"
borer management in blackgram ?,"recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
"
fungicide in black gram,"--recommended to spray metalaxyl  (ridomil) 200 grams / 200 litres of water /acre   
మెటలాక్సిల్  మే  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
gram pod borers,"recommended to spray chlorofenpyr  (interprid) 300 ml /200 litres of water / acre 
  క్లొఫెనఫైర్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
"nutrient management in black gram 
","--

   recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water/ acre పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 

"
tobacco  caterpillar in black gram ,"recommended to spray emamectin benzoate  90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"fertilizer availability in black gram 
",recommended to apply urea 25 kg and murate of potash 30 kg per acre 
black gram   whitefly management ,"recommended to spray thiamethoxam 40 grams /150 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
black gram leaf crinkle management,"--థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
"powdery mildew  in black gram
",recommended to spray lancer gold (acephate +imidachloprid )400 gm/acre 
borer management and  powdery mildew in black gram," recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray carbendazim   (bavistin) 200  grams/  200 litres of water /acre   
కార్బెండజిం  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
weed management (15-20das ),"recmmended to spray imazitapyr (pursuit) 300- 400 ml/200 litres of water per acre 
ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	
"
pod borer management in black gram.,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"helicoverpa,nutrient 's   foliar spray ","recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
 recommended to spray npk 19-19-19 mixture  5 grams/1 litre of water  
recommended to spray agrominimax 3 grams /1 liter of water 
 అగ్రోమిం మాక్స్ @౩గ్రాములు ఒక లీటర్ నీటికి.
అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి                                                               
"
borer problem black gram,"recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
powdery mildew management in black gram.,"recommended to spray  water soluble sulphur 600 grams/200 litres of water / acre .
నీటిలో కరిగే గంధకం పొడి    600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి. 
"
sucking pest and leaf folder in black gram,"recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray acephate(arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి 
ఒక ఎకరాకు పిచికారి చేయాలి 
"
plant protection in green gram ,"recommended to spray carbosulfan (marshal)400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి "
weed management  black gram ,"recmmended to spray imazitapyr (pursuit) 300- 400 ml/200 litres of water per acre 
ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	"
powdery mildew management in black gram ,"recommended to spray dinocap  (karathane) 200 ml /200 litres of water / acre   
డైనోక్యాప్ 200  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి  ఎకరాకు పిచికారి చేయాలి
"
maruka larval pest., novaluron 300ml/ acre or proclaim 90gm or coragen 60ml+ neem oil 1lt/ acre in 200 lt of water. 
plant protection and nutrient management ,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water/ acre 
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి 

"
midge and caterpillars management in black gram.,recommended to spray belt expert 80 ml per acre.
sucking pest and leaf blight in black gram,recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre థయోమిథాక్జొమ్ 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి recommended to spray (hexaconazole+captan) (taaqat)400 grams / 150 litres of water /acre ( హెక్సాకొనజోల్ +కాప్టాన్ ) 400 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"leaf eating hoppers, for better growth","recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి recommended to spray agrominimax 3 grams /1 liter of water 
 అగ్రోమిం మాక్స్ @౩గ్రాములు ఒక లీటర్ నీటికి.
అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి                                                               
అంబిషన్@250ml/acre"
black gram &green gram pod borer management ,"recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
 recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 100 ml / acre   అంప్లీగో ( క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్  )  100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
corynespora leaf spot in black gram,recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre చేయాలిహెక్సాకొనజోల్ 400 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి
sercospora  leaf spot,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
maruka larva leaf eating caterpillar., apply larvin 400gm/ acre or chloripyriphos 500gm/acre+ acephate 100gm/ acre in 200lt of water. 
black gram leaf spot and sucking pest management,"recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
bacterial leaf blight in black gram ," recommended  to spray copper oxy chloride  600 grams +streptocycline   20 gram  / 200 litres of water /acre  
కాపర్ ఆక్సీక్లోరైడ్   600  గ్రాములు + స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
weed management in black gram . ,recommended not use to at 40 days stage
root grub in black gram ,"recommended to spray metalaxyl   (ridomil) 200 grams / 200 litres of water /acre   
మెటలాక్సిల్  మే  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended  to spray streptocycline   20 gram  / 200 litres of water /acre   స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
caterpillars management in black gram.,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
"root rot management in black gram
","recommended to drench copper oxy chloride 3 grams / 1 litre of water కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి
"
black gram pod borer /midge fly management,"recommended to spray spinosad 75 ml/200 litres of water / acre 
స్పైనోసాడ్  75  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
పిచికారి చేయాలి recommended to spray triazophos 300 ml /200 litres of water / acre 
ట్రైజోఫాస్ 300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
"weed management in  black gram
","
recmmended to spray imazitapyr (pursuit) 300- 400 ml/200 litres of water per acre ఇమాజితాపైర్ ( పర్ సూట్ ) 300-400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
down word curl," recommended to spray  spiromesifen  (oberon) 200 ml/200 litres of water /acre స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
"leaf eating caterpillar managem,ent ",--recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 100 ml / acre   అంప్లీగో ( క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్  )  100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
water management in black gram,పల్చటి తడి మాత్రమే ఇవ్వండి.
black gram  pre emergence  weed management  ," పెండిమెథాలిన్(స్టాంప్)   1  లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	 
"
prophylactic spray for insect pests. ,nuvan 250ml+ acephate 100gm or malathion 400ml+ acephate 100gm/ acre in 200lt of water. 
sucking pest and borer ,"recommended to spray bifenthrin (marker) 400 ml /200 litres of water /acre  
  బైఫెన్ త్రిన్ 400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
recommended to spray carbosulfan (marshal)400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
die back in black,"--recommended to spray azoxystrobin  (amister) 150 ml /200 litres of water /acre 
అజాక్సిస్త్రోబిన్ 150 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
dir back in black gram recommended,"recommewnded to spray amister top (azostristrobin+difenaconazole )400ml/acre
 recommended  to spray copper oxy chloride  600 grams +streptocycline   20 gram  / 200 litres of water /acre  
కాపర్ ఆక్సీక్లోరైడ్   600  గ్రాములు + స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
cabrio top dosage.,"recommended to spray   metiram+pyraclostrobin(cabrio top) 600 grams /200 litres of water /acre    
మెటిరామ్ + ఫైరక్లాస్ట్రోబిన్   600 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
cuscuta  post emergence weed management (black gram crop ),"--ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	
"
midge management in black gram.,"recommended to spray carbosulfan (marshal)400 ml /200 litres of water /acre.
కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి .
"
sucking pests management in black gram.,"recommended to spray diafenthiuron(pegasus) 240 gm /150 litres of water /acre .
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి .
"
"root rot and nutrient management in black gram
","rrecommended to spray mancozeb  (m-45) 600 grams / 200 litres of water / acre   
కలిమాంకోజెబ్ 600   గ్రాములు   /200 లీటర్ల నీటికి చొప్పున పి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray metalaxyl   (ridomil) 200 grams / 200 litres of water /acre   
మెటలాక్సిల్  మే  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
root rot and nutrient management in black gram,"recommended to spray (hexaconazole+zineb) (avtar) 500 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water/ acre 
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి 
recommended to spray borax 3 grams/1 litre of water

"
weed management in black gram.,"recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre  .  క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
"
weed in black gram,ప్రోపక్విజఫాప్(అజిల్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
sucking pest and leaf blight in blackgram,"recommended to spray lancer gold (acephate +imidachloprid )400 gm/acre 
recommended to spray  hexaconazole  400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
powdery mildew and  yellow mosaic  virus ,"recommended to spray carbendazim   (bavistin) 200  grams/  200 litres of water /acre   
కార్బెండజిం  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray monocrotophos (nuvacron) 320 ml /200 litres of water /acre 
మోనోక్రోటోపాస్  320 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
grasshopper and beetles. ,--spray dichlorovas (nuvan) 300ml+ acephate 150gm/ acre + aries agromin max 500gm/ acre in 200 lt of water. 
grass hopper and beetles . ,spray dichlorvos 300ml+ acephate 150 gm/  in 200lt of water. add aries agromin max 500mg/ acre. 
leaf curl in black gram spray, polo diafenthiuron 300gm/ ఎకరా or propenophos 400ml+ అసిఫాట్ 100gm/ ఎకరా + aries agromin max 500gm/ acre. 
black gram ap[hides management ,"హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
డైనోక్యాప్ 200  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి  ఎకరాకు పిచికారి చేయాలి
"
leaf miner management in black gram ,"recommended to spray acephate (startheen) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray quinolphos 25ec 400 ml /acer "
 fruit borer management in black gram ,"
recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
maruka cater pillar., spray chloripyriphos + cypermethrin 50ml/ 20lt of water. 
borer and caterpillar   management,"recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide) 320ml/200 liter of water/acre
recommended to spray  cypermethrin 800ml/acre
  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 100 ml / acre   అంప్లీగో ( క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్  )  100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
powdery mildew management in blaclk gram ,"recommended to spray carbendazim   (bavistin) 200  grams/  200 litres of water /acre   
కార్బెండజిం  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
చేయాల
"
"white grub, nutrient spray","  imidacloprid fipronil (lesonta )  300ml/acre
"
leaf spot management in black gram.,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
seed dormancy period, 3 - 4 months
gram caterpillar in black gram,recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre ఫ్లూబెండమైడ్ 40 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి recommended to spray flubendiamide 125 grams /200 litres of water / acre ఫ్లూబెండమైడ్ 125 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"borers, flower dropping","--recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide) 320ml/200 liter of water/ఎకరా
recommended to spray napthalin acetic acid (planofix)50 ml/ 200 litres of water /acre   పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ ) 50 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి "
root rot in bengal gram ,కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
"leaf spot ,white fly leaf folder in black gram","recommended to spray (hexaconazole+captan) (taaqat)400 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   +కాప్టాన్ )  400 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"spotted boll worm problem  
-",-recommended (బెల్ట్ ® ఎక్స్పర్ట్ ) bayer 80ml / 200 liter / 1 acre
black leaf eating cater pillar management ," recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
plant protection for black gram," వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
midge and borer management in black gram.,recommended to spray belt expert 80 ml per acre.
seed dormancy stage time    , 30 to 40 days
powdery mildew apply ,saaf upl company @ 300gm/ acre in 200lt of water.add borax 200gm/ acre
"weed management in black gram at flowering stage
",recommended to do hand weeding at this crucial time
pod borer and powdery mildew in black gram," recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 100 ml / acre   అంప్లీగో ( క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్  )  100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray azoxystrobin+tebuconazole(custodia) 240 ml/200 litres of water / acre  
 అజాక్సిస్త్రోబిన్ +టెబ్యుకొనజోల్  240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
midge in black gram recommended,"--recommended to spray carbosulfan (marshal)400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
recommended to spray triazophos (hostathion) 300 ml /200 litres of water / acre 
ట్రైజోఫాస్ 300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
nutrient deficiency - ,"spray 19-19-19- 1.5kg/ acre + neem oil+ propineb (antracol) 400gm
 2nd week 13-0-45 1.5kg+ aries agromin max micronutrients 500gm/ acre. in 200lt of water. "
spotted pod borer. ,spray coragen 60ml/ acre in 200lt of water. 
rust and borer management,"recommended to spray (hexaconazole+ captan   ) (taqat) 400 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   +కాప్టాన్  )  400 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide) 320ml/200 liter of water/acre
"
use of ergon fungicide, recommended to control of downey mildew and powdery mildew 
leaf eating  predators,recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
mites in blackgram,"recommended to spray dicofol (celthane) 1 litre  /200 litres of water /acre  
 డైకోపాల్ 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
powdery management in black gram,"  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
black gram post emergence  weed management (55 day s),"థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
   క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
for control of insect pests. prophylactic,spray propenophos 400ml+ neem oil 1lt / acre 
leaf spots in black gram ,recommended to spray (antracol) propineb  210 gram / acre 
application of fungicide and insecticide ,apply ferrous sulphate 100gm/ 4 cents + 20gm/ neem salt.
"weed management in black gram.
",--please do hand weeding.
cuscuta weed management ,"ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	
"
seed treatment  for black gram :,"seed treatment  for black gram : gauch (imidachloprid) 5ml per kg seed + mancozeb 3 grams per kg seed
"
gram caterpillar. - ,spray nuvan 250ml+ acephate 150gm/ acre in 200lt of water or chlorpyriphos 400ml+ 100gm acephate / acre in 200lt of water. . 
"powdery mildew management in black gram
",recommended to spray keratene 100 grams per acre
bacterial  leaf spot  and powdery mildew,"recommended to spray cartap hydrochloride (padan) 400 grams/ 200 litres of water / acre 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   

 recommended  to spray copper oxy chloride  600 grams +streptocycline   20 gram  / 200 litres of water /acre  
కాపర్ ఆక్సీక్లోరైడ్   600  గ్రాములు + స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray chlorothalonil (kavach) 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
"midge management in black gram
",recommended to spray belt expert 80 ml per acre
 borer pest ., chlorpyriphos 400ml/ acre+ acephate 100gm/ acre in 200lt of water. 
grass hoppers in black grams ,--recommended to spray npk 19-19-19 mixture 5 grams/1 litre of water
 use of insecticide and its dosage ,"
superkiller 10%ecdescriptionsuperkiller (cypermethrin 10% ec) belongs to pyrethriod ester group of insecticides. 250-300mldosage 
"
striga control . ,deep plough in the summer and burn the debris in the field. apply pendimethalin at the pre emergence stage. 
