QueryText,KccAns,Language
paddy hispa management,recommended to spray  profenophos 400 ml / acre,en
false smut:  of paddy,recommended to spray copper oxy chloride  600 grams200l water  per acre,en
paddy sheat blight disease controll management,recommended to spray carbendazim  200 grams per acre,en
paddy blast control,recommended to spray  zineb 68% + hexaconazol 4% wp  (avtar) 400-500 grams/acre in 200 liter water,en
stem bore damage ib poddy,recommended to spray chloranthraniliprol  ( coragen)60 ml/acre in 200 liter water,en
leaf blast in  paddy,spray to tricyclozol 120 grams per acre for 200 liter of water,en
in paddy brown plant hopper and leaf folder,recommended to spray buprofezin 330 ml/acre and cartap hydro chloride 400 grams/acre separately,en
brown  plant hopper  in paddy,recommended to spray buprofezin   300ml per acre  in 200 liter water,en
paddy thrips sucking pest controll management,"recommended to spray buprofezin(java, applaud) 300ml per acre",en
brown plant hopper mangement,recommended to spray imidachloprid 100 ml/200 liters of water/acre,en
about the paddy brown plant hoper management,recommended to spray dinitopuron 80 grams per acre,en
about management of the blb,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
brown plant h0pper in paddy,recommended to spray buprofezin 300ml per acre,en
rice mite mangement,"recommended to spray dicofol 5 milly letres /1 liter water,or sulpher 3 grams/liter water",en
flase smut damage in poddy,"recommended to spray tricyclozole(beam, tooper, civic) 120 grams per acre",en
sten borrer in paddy,recommended to spray flubendamide 50milli/acre,en
paddy sheath blight control,recommended to spray  zineb 68% + hexaconazol 4% wp  400-500 grams/acre in 200 liter water,en
rice leaf blast in paddy,recommended to spray buprofezin 300ml per acre for 200 liter of water,en
paddy brown plant hopper control management,recommended to spray dinetofuron 100 grams/acre,en
paddy leaf minor and blast,recommended for spray hexaconazol + zineb(avathar 400-500 grams/ acre,en
paddy bph damage controll management,recommended spray pymetrozine 50 wg 100 g/acre,en
paddy sucking pest & leaf blast,"recommended  to spray  acephate 300 gr/acre in  200 lt water     &
recommended to spray merger  400 grams per acre",en
house sparrow management,recommended to arrange ribbons,en
about management of the rice panicle mite,recommended for spray profenophos 400 ml / acre in 200 liter of water,en
swarming caterpillar : of  paddy,recommended to spray chloripyriphos 500 ml/200 l water acre,en
stem borer and brownplant ho9pper in paddy,"recommended to spray carataphydrochloride(keldan, raadan, padan) 400 grams  per acre and recommended for spray acephate 300 gr/acre in  200 lt water",en
about management of the rice hispa,recommended for spray profenophos 400 ml / acre,en
paddy stem bore,"recommended to spray carataphydrochloride(keldan, raadan, padan) 400 grams  per acre",en
bhp of paddy,suggested to spray acephate @ 1.5g/l or thiomethoxam @ 0.2 g/l or buprofegin @ 1.5 ml/l of water,en
sucking pest attack in paddy,spray to   acephate 300 gr/acre in  200 lt water,en
rice stemborer and plant hopper management,recommended to spray acephate(hunk)250 grams/acer,en
rice gundhy bug management,recommended to spray chlorpiriphos 2 milly liters/liter water,en
"paddy fertilizer management , sucking pest & stem rot","recommended to apply urea 35 kg & potash 35 kg /acre ,
recommended for spray acephate  300 grams/ acre &
recommended to spray carbendazim   200 grams per acre",en
stem rot of paddy,"recommended to spray hexaconazole(contaf, anvil)  400 ml200l water  per acre",en
white fly management in paddy,recommended for spray acephate 300 grams/200 liters of water per acre,en
rice-stem borer and root rot,recommended to spray flubendamide 20-40 ml /acre and soil drenching coc 3 grams /litre water,en
dosage of neemoil for paddy,recomended to spray 5milli/liter/acre,en
about the stem borer in padd,recommended to apply carbofuron 3g ganes,en
rice blast in poddy,recommended to sprat avatar(hexaconazole+zineb)500 grams per acre,en
paddy zinc deficiency management,recommended to spray zinc sulphate 2 gram / liter water,en
stem borer inffestation in paddy,takumi-125gm/acre/200liters of water,en
paddy bph damage management,recommended to spray acephate 1.5 gram / liter water,en
blst of paddy,recommended to spray tricyclazole 18% + mancozeb 62% (merger) 400 grams in 150 litres of water per acre,en
sheath blight disease of paddy,recommended to spray hexaconazole 400 ml in 200 liter of water per acre,en
paddy fertilizer mnagement,recommended to apply yuriya 15 kg/acre + potash 20kg/acre + dap 50kg/acre,en
chilli leaf roller management,recommended to spray profenofos 400 ml/200 litres of water /  acre,en
management of paddy leaffolder,recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
paddy stem borer & leaf blast management,"recommended to spray carataphydrochloride 400 gm / acre    
recommended to spray  medger (tricyclozol+ mancozeb) 400gm /acre",en
paddy sheath rot control,recommended to spray   tebuconazole + trifloxystrobin  160 grams /200 litres of water /acre,en
management of paddy leaf folder,recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
management of leaf folder,recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
paddy  blast management,recommended to sprat   hexaconazole+zineb   500 grams / 200 liters of water /acre,en
pre emergence weed management in paddy,"pre emergence weed management in paddy :  
recommended to spray pyrazosulfuran ethyl  80-100 grams per acre",en
paddy swarming caterpillar,recommended to spray chloripyriphos 500 ml/acre,en
yellow stem borer management in paddy,recommended to use carbafuran 3g granules 6-8 kg/acre,en
management of paddy brownplant hoper,recommended to spray dinotefuran 80 grams/acre,en
paddy lear minor & blast management,paddy lear minor & blast management: recommended for spray avathar 500 grams/ 1 litre of water,en
paddy brownplant hopper control,"recommended to spray buprofezin(java, applaud) 300ml per acre",en
blast damage paddy,suggested to spray tricyclazole @ 0.6 g/l or isoprothiolane @ 1 ml/l of water,en
paddy  leaf  folder management,paddy  leaf  folder management   recommended cartap hydrochloride 300ml/acre,en
paddy gallmidge control,recommanded to spray phorate granules 5kg per acre,en
leaf blight management,recommended to spray tricyclazol  120 gm /200 liters of water / acre,en
paddy brown plant hopper  & stem borer management,"recommended to spray dinetofuron  80 grams/acre   &

recommended to spray chlorantriniprolu  60 ml/acre",en
leaf folder/roller in paddy,recommended to spray phosalone 400 milli/acre,en
management of paddy brown planthoper,recommended to spray dinotefuran 80 grams/acre,en
paddy nursery stem borer damage,recommended to apply carbofuran 3g 1 kg/acre nursery,en
paddy rice blast control,recommended to sprat avatar(hexaconazole+zineb)500 grams per acre,en
paddy bacterial leaf blight management,"paddy bacterial leaf blight management :  
recommended to spray propiconazole  200 ml per acre",en
management of paddy neck blast,recommended to spray tricyclazole + mancozeb  400 grams/200 liters of water /acre,en
paddy leaf blight damage,recommended to spray mancozeb 2 gram/ liter water,en
leaf folder management,leaf folder management : recommended to spray cartap hydrochloride 400 grams/ 200 liters of water / acre,en
paddy stem grass hopper damage,recommended to spray monochrotophos 1.6 milli liter / liter water,en
paddy gall midge damage,recommended to apply phorate 10g 6kg/acre,en
paddy early stage leaf folder,recommended to spray acephate 300 grams/ 200 litres of water / acre,en
gall midge management,gall midge management: recommended to apply carbofuran 3 g  granules  8-10 kg /acre,en
leaf blast manageent,leaf blast manageent : recommended to sprat   hexaconazole+zineb   500 grams / 200 liters of water /acre,en
rice yellow stem borer,rice yellow stem borer: spray quinolphas 400 ml per acer,en
paddy brown spot control,recommended to spray  propiconazole (tilit 1 ml/lt water ),en
yellow stem borer control,recommended for spray profenophos 400 ml / acre,en
gall midge damage on paddy,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre,en
panicle mite on paddy,recommended to spray spiromesifen  200ml /200 litres of water /acre,en
paddy yellow stem borer management,paddy yellow stem borer management : recommended to apply carbofuron 3 g granules 10 kg per acre,en
cut worm management,cut worm management :  recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre,en
adults  of yellow stem borer damage in paddy,recommended to spray   monocrotophos 400 ml / acre,en
yellow stem borer damage in paddy,yellow stem borer damage in paddy:recommended to spray acephate 300 gr/acre in  200 lt water,en
paddy weed management at 15-20 days crop,recommended to spray cyhalopop-p- butyl  250 ml per  acre,en
paddy sheath rot management,paddy sheath rot management  recommended tricyclozokle 0.6gr/acre,en
white flies in paddy,recommended to spray spiromesifen 200ml /acre,en
paddy riceblast control,recommended to sprat   hexaconazole+zineb   500  grams / 200 litres of water /acre,en
paddy stem rot control,recommended to spray  propiconazole (tilit 1 ml/lt water ),en
leaf roller management in paaddy,recommended to spray phosalone 400 milli/acre,en
root rot in paddy nursery,recommended  to drench  coppor oxy chloride  3 grams / lit of water,en
paddy  leaf blast management,paddy  leaf blast management: recommended to spray tricyclozole 120 grams per acre,en
paddy thrips control,recommended to spray  acephate 300 gr/acre in  200 lt water,en
paddy swarming caterpillar management,paddy swarming caterpillar management: recommended for spray profinophos 2 ml/ 1 litre of water,en
paddy panicle mite management,"paddy panicle mite management :  
recommended to spray propirgite  200 ml per acre",en
panicle mite management,panicle mite management : recommended to spray profenofos 400 ml/200 litres of water /  acre,en
leaf folder dadmge in paddy,leaf folder dadmge in paddy :recommended to apply carbofuran 3 g  granules  8-10 kg /acre,en
trips in paddy,recommended to spray acetamipride(40 grams per acre,en
paddy stem  borer control,recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
brown palnt hopper in paddy,"recommended to spray buprofezin    300 ml / acre    
rec",en
paddy leaf spot control,recommended to spray propiconazole    200 ml / 200 litres of water /acre,en
paddy leaf folder & leaf blast management,".paddy leaf folder : recommended to spray carataphydrochloride 400 gm   ( or)chlorantriniprolu  60 ml/acre 
.leaf blast management : recommended to spray  medger (tricyclozol+ mancozeb) 400gm /acre",en
yellow stem borer control in paddy,recommended to spray flubendiamide  40 ml / 200 litres of water / acre,en
paddy rot management,"paddy rot management :  
recommended to spray hexaconazole  400 ml per acre",en
paddy white fly management,paddy white fly management : recommended for spray acephate 300 gr/acre in  200 lt water,en
blast rice in paddy,recommended to spray tricyclazol  120 gm / acre,en
rice blast mangement,suggested to spray tricyclazole @ 0.6 g/l or isoprothiolane @ 1 ml/l of water,en
paddy  stem  borer  management,paddy  stem  borer  management   recommended  cartap hydrochloride  400ml/acre,en
false smut damage in paddy,recommended to spray carbendazim   200  grams/  200 liters of water /acre,en
paddy  leaf blast damage,recommended to spray merjer 400 gram/ acre,en
paddy panicle mite control,recommended for spray profenophos 400 ml / acre,en
rice blast control in paddy,recommended to spray merger  400 grams per acre,en
brown plant hopper on paddy,recommended to spray buprofezin    330 ml / acre,en
management of paddy paniclemite,recommended to spray dicofol 1 liter /200 liters of water /acre,en
paddy post emergence weed management,"paddy post emergence weed management : recommended to use 2,4-d sodium salt 600 grams per acre",en
paddy leaf hopper  damage,recommended to spray monochrotophos 1.6 milli liter/ liter water,en
management of paddy blast,recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre,en
leaf eting cater pillars in paddy,recommended to spray dichlorvos  250 ml / 200 litres of water /  acre,en
rice blast control,recommended to sprat   hexaconazole+zineb   500 grams / 200 litres of water /acre,en
grain discolouration in paddy,recommended to spray mancozeb m-45 500-600 grams/acre,en
rats management in paddy,recommended 10 grams bromodayolin perone packet of poision bait,en
paddy  bph  management,paddy  bph  management  recommended token  80gr/acre,en
rice paddy brown plant hopper,rice paddy brown plant hopper : spray  pymetrizin 120 g per acer,en
rice stem rot,recommended to spray  hexaconazole  400 ml /200 litres of water / acre,en
paddy - panicle mite & false smut management,"recommended to spray profenofos 400 ml/200 liters of water /  acre 
 recommended to spray carbendazim   200  grams/  200 liters of water /acre",en
false smut management,false smut management : recommended to spray propiconazole 1 ml/ 1 litre of water,en
management f paddy leaf folder,recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
paddy leaf folder & bacterial leaf blight,"recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre 
 recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre",en
paddy growth information,recommended to spray potassium nitrite 1 kg/acre for 200 liter of water,en
management of paddy falsesmut,recommended to spray propiconazole    200 ml / 200 litres of water /acre,en
paddy  mealy  bug management,paddy  mealy  bug management   recommended metyal  parathion  2ml/lit,en
mites in paddy,recommended to spray dicofol 1 lit /acre,en
paddy yellow stem borer control,"recommended to spray carataphydrochloride(keldan, raadan, padan) 400 grams  per acre",en
leaf spots in paddy,recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre,en
leaf folder management in rice,recommended to spray cartaf hydro chloride 400 grams/acre,en
brown plant hoper in paddy,recommended to spray dinotefuran 80 grams/acre,en
sheath blight  management,recommended to spray   tebuconazole + trifloxystrobin  160 grams /200 litres of water /acre,en
gall midge damage management,recommended to apply phorate 6kg/acre,en
paddy falsesmut control,recommended to spray propiconazole    200 ml / 200 litres of water /acre,en
management of paddy brownplanthoper,recommended to spray  buprofezin +acephate   500 grams /acre,en
paddy white flies management,recommended to spray acetamiprid   40 grams  /acre,en
paddy panicle mite damage,recommended for spray profenophos 400 ml / acre,en
rice brown plant hoppper,rice brown plant hoppper: pymetrazine 120 g per acer,en
grain discoluration in paddy,recommended to spray  difenoconazole   100 ml /200 liters of water /acre,en
paddy sheath blight management,"paddy sheath blight management :  
recommended to spray  zineb 68% + hexaconazol 4% wp  400-500 grams/acre in 200 liter water",en
paddy   leaf folder  damage,recommended to spray monochtotopho 1.6 milli liter/liter water,en
paddy  yellow stem borer management,paddy  yellow stem borer management : recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
paddy weed management 15-20 days,recommended to spray cyhalopop-p- butyl  250 ml per  acre,en
paddy leafblast damage,recommended to spray tricyclazole 120 gram/acre,en
stem borer in paddy nursery,recommended to apply carbofuran 3 g  granules  150 grams /cent nursery,en
paddy blast and leaf minor management,paddy blast and leaf minor management : recommended for spray avathar 400 -500 grams/ acre,en
paddy swarming caterpiller management,paddy swarming caterpiller management : recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
sheath blight management,sheath blight management : recommended to sprat   hexaconazole+zineb   500  grams / 200 litres of water /acre,en
leafy caterpillers in paddy,recommended to spray  chlorpyrifos 500 ml/acre,en
gall midge  in paddy,recommended to spray  chlorpyrifos 500 ml/acre,en
paddy sheth  rot management,paddy sheth  rot management   recommended native  160gr/acre,en
mole ctricket in paddy,recommended to spray chlorpyrifos 500 ml / acre in 200 liter water,en
rice  green leaf hoppers,"rice  green leaf hoppers 
spray quinolphas 400 ml or monocrotophas 300 ml per acer",en
sheath blight damage in paddy,sheath blight damage in paddy:recommended to spray propiconazole    200 ml / 200 litres of water /acre,en
silver shoot damage in paddy,silver shoot damage in paddy :recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
paddy leaffolder management,recommended to spray chlorantriniprolu   40-60 ml/acre,en
paddy sucking pest & leaf  blast  management,recommended to spray monocrotophos 400 ml /acre,en
nutriant management in paddy,recommended to spray zinc sulphate 2 gr/1 litre ofwater,en
neck blast management,neck blast management : recommended to spray tricyclazole  120 gm /200 litres of water / acre,en
leaf folder damage in chilli,leaf folder damage in chilli :recommended to spray cartap hydrochloride 400 grams/ 200 liters of water / acre    ????????,en
weed management in paddy nursery,recommended to spray bispyriback sodium @  100 ml per acre,en
hispa damage on paddy,recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre,en
rice hispa management,rice hispa management : recommended to spray flubendiamide  125 grams /200 litres of water /  acre,en
paddy stem  borer  management,paddy stem  borer  management   recommended cartap   hydrohydro chloride 400ml/acre,en
paddy  leaf folder,recommended to spray carataphydrochloride   400 grams  per acre,en
management of paddy brownspot,recommended to sprat   hexaconazole+zineb   500 grams / 200 liters of water /acre,en
management of paddy yellow ste,recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
leaf folder management in paddy,recommended to spray phosalone 400 milli/acre,en
paddy  false  smut  management,paddy  false  smut  management  recommended avatar 500gr/acre,en
paddy root rot  management,paddy root rot  management  recommended native  160gr/acre,en
rice root rot management :,rice root rot management :recommended to spray carbendazim   200  grams/ 200 litres of water /acre,en
wilt in paddy,recommended to  spray carbendizum 1 gram  for 1 litter,en
rice cut worm worm management :,rice cut worm worm management : recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre,en
rice stem borer management and sucking pests management,"recommended to spray chloripyriphos 500 ml/acre in 200 liter water
recommended to spray flubendamid 40-50 ml in 200 litres water per acre",en
stem borer adults on paddy nursery,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre,en
paddy weed managemenet,recommended to spray bispyriback sodium   100 ml per acre,en
fertilizer schedule of paddy,"40 kgs nitrogen ,20 kgs phosphorus, 16 kgs potash  per acre",en
fertilizer management in rice nursery,fertilizer management in rice nursery:,en
nursery weed management,nursery weed management : recommended to spray bispyribac sodium   1 ml/2 litres of water,en
fertilizer application paddy,fertilizer application paddy  urea 20 kg,en
sheath blight management in paddy,sheath blight management in paddy :recommended to spray propiconazole    200 ml / 200 liters of water /acre,en
riceblast control in paddy,recommended to sprat   hexaconazole+zineb   500  grams / 200 litres of water /acre,en
rice blast &brown spot:,rice blast &brown spot:recommended tricyclozole 0.6ml/liter water,en
bacterial leaf spot in paddy:,bacterial leaf spot in paddy:recommended avathar 500grm/acre,en
paddy nursery stem borer management,paddy nursery stem borer management : recommended for apply carbofueran 3g granuels 160 grams/1 cent,en
paddy caterpiller control,recommended to spray lambda cyhalothrin 400 ml /200 litres of water /  acre,en
weed mangement in paddy,not recommended,en
fertilizer dose for paddy nursery,advised to apply 2 kg urea and 1 kg potash per 1 acre nursery,en
paddy  weed  management,paddy  weed  management  recommended pyrazosulfuron etyal  100gr,en
paddy gall midge control,recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
paddy leaf folder mangement,paddy leaf folder mangement : recommended to spray flubendiamide  40 ml / 200 litres of water / acre,en
management of paddy yellow stem borer,recommended to spray flubendiamide  125 grams /200 litres of water /  acre,en
paddy leaf eating cater pillar in nursay,recomended neam oil 5ml/lit water,en
paddy cutwarm control,recommended to spray cartap hydrochloride 400 grams/ 200 litres of water / acre,en
paddy leaf blast and tops drying management,paddy leaf blast and tops drying management : recommended for spray merger 2 grams/ 1 liter of water,en
paddy leaf spot & blast  management,paddy leaf spot & blast  management: recommended for spray merger 2 grams/ 1 litre  of water,en
paddy fertilizer dosages,paddy fertilizer dosages : fertilizer dosages :   recommended to apply   urea   kgs  +  murate of potash  kgs  /acre,en
paddy neck blast management,recommended to spray  zineb 68% + hexaconazol 4% wp  400-500 grams/acre in 200 liter water,en
rice bacterial leaf spot:,rice bacterial leaf spot: recommended to spray tricyclazole + mancozeb  400 grams/200 liters of water /acre,en
fertilizer management in paddy:,"fertilizer management in paddy:recommended 1bag dap, 32kg urea,15kg potesh.",en
paddy weed mamagement,paddy weed mamagement: no weedicide is used at this stage,en
silver shoot management in paddy,silver shoot management in paddy :recommended to spray cartap hydrochloride 400 grams/ 200 liters of water / acre,en
paddy nursery fertilizer management,recommended paddy nursery fertilizer,en
paddy fertilizer usage,paddy fertilizer usage : recommended to apply potash 40 kilo gram,en
paddy green leaf hopper management,recommended to spray triazophos 300 ml per acre,en
nursary management in paddy:,nursary management in paddy:recommended carbofuran granuls 800grms/acre nursery,en
paddy bph  management,paddy bph  management  recommended apload  330ml/acre,en
paddy brown leaf hopper,paddy brown leaf hopper  recommended to spray imidacloprid 60 ml /200 litres of water / acre,en
paddy weed manaegenmnt,recommended to pray acephate 1.5 gram / liter water,en
paddy  fertilizer  availabilty,paddy  fertilizer  availabilty  recommended urea  10kg/acre,en
paddy weed mnagement,recommended to spray saathi 80-100 gram/acre,en
paddy weed manageement,paddy weed manageement: no weedicide is used at nursery stage,en
management of paddy brown spot,recommended to sprat   hexaconazole+zineb   500 grams / 200 litres of water /acre,en
paddy nursery nutrient management,recommended to spray 19-19-19 kg/acre,en
paddy gundhi bug management,recommended to spray  profenophos 400 / acre in 200 liter water,en
rice stem borer:,rice stem borer:recommended chloriphiriphas 2.5 ml/lit water,en
paddy  sheath blight,paddy  sheath blight,en
brown spot management in paddy,recommended to spray propiconazole    200 ml / 200 liters of water /acre,en
paddy root rot management,recommended to spray carbendazim   200  grams/  200 liters of water /acre,en
rice blast management in paddy:,rice blast management in paddy:recommended avathar 500grm/acre,en
paddy  sheath  blight  management,paddy  sheath  blight  management recommended merger 400gr/acre,en
rice tungro virus,recommended to spray thiamethoxam 40 grams /200 litres of water / acre,en
bacterial leaf blight management in paddy,bacterial leaf blight management in paddy : recommended to spray   hexaconazole+zineb   500 grams / 200 liters of water /acre,en
paddy fertiliser dosages,paddy fertiliser dosages :    recommended to apply  urea 25  kgs  +  murate of potash 10 kgs  /acre,en
climbing cut worm in paddy,recommended to spray cartap hydrochloride 400 grams/ 200 liters of water / acre,en
paddy rice blast management,paddy rice blast management : recommended to spray merger 400 grams per acre,en
information about power weeder,advised to contact farm machinery section @ 040-24015011(ext: 438) or 040–24018277,en
kaskuta weed management,kaskuta weed management : recommended for spray pendimethalin 1 litre per acre,en
managfement of paddy brown spot,recommended to sprat   hexaconazole+zineb   500 grams / 200 litres of water /acre,en
paddy  sheath  blight management,paddy  sheath  blight management  recommended  carbendium 500gr +thairam 250gr+mancozeb500gr/acre,en
paddy leaf spot management,suggested to spray dithane- m- 45 @ 2.5 g/l or saaf @ 2 gm/li water,en
paddy earcutting caterpillar management,"paddy earcutting caterpillar management :  
recommended to spray carataphydrochloride 400 grams  per acre",en
leaf folder in chili,recommended to spray carataphydrochloride 400 grams  per acre,en
white fly in paddt,recommended to spray monocrotophos 400 ml /200 liters of water /acre,en
management of paddy stem borer,recommended to spray flubendiamide  125 grams /200 litres of water /  acre,en
weed management in paddy:,weed management in paddy:recomended nomini gold 100ml/acre,en
weed management in drum seeder field 3 days after sowing,recommended to spray pyrazosulfuran ethyl  80-100 grams per acre,en
leaf blight in paddy,recommended to spray tricyclazole + mancozeb  400 grams/200 liters of water /acre,en
prevention of yellow stem borer,recommended to spray cartap hydrochloride 400 grams/ 200 liters of water / acre,en
rice sheath blight management:,rice sheath blight management:recommended avather 500grm/ acre,en
paddy fertilizers management,recommanded to apply 35 kgs urea and potash-15 kgs per acre,en
pady stem borer management,recommended to spray chloranthraniliprol  ( coragen)60 ml/acre in 200 liter water,en
weed management in black  gram,not recommended,en
paddy weed managemant,"paddy weed managemant recommended to spray butachlor (bilchlor, machet)  one litre/200 litres of water  per acre",en
paddy  rice  tungro,paddy  rice  tungro no   recommended any  chemicals,en
paddy sheath blight disease management,recommended to spray propiconazole    200 ml / 200 litres of water /acre,en
paddy stem b0rer management,paddy stem b0rer management : suggested to spray chlorpyriphos @ 2.5ml/l or cartap hydrochloride @ 2 g/l of water or application of carbofuron 3g granules @ 10 kg/ac or 4g cartaphydrochloride @ 8 kg/acere at the time of panicle initiation stage.,en
paddy leaf blast and leaf drying management,paddy leaf blast and leaf drying management : recommended for spray merger 2 grams/ 1 liter of water,en
bacterial leaf blight on paddy,recommended to spray tricyclazole + mancozeb  400 grams/200 liters of water /acre,en
paddy blast diseases management,recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre,en
rice stem rot management:,rice stem rot management:recommended to spray tebuconazole grams /200 litres of water / acre,en
paddy fertilizers use,paddy fertilizers use,en
paddy brown spot management,recommended to spray  tricyclazole 18 % + mancozeb 62 % wp 400 gram / acre in 200 lt water,en
white  fly in paddy,recommended to spray acephate 300 gr/acre in  200 lt water,en
paddy fertilizer managemnt,recommended to apply urea 40-45 kg/acre + potash 25kg/acre,en
rice brown spot:,rice brown spot:recommended to sprat   hexaconazole+zineb   500  grams / 200 litres of water /acre,en
stem borer management:,stem borer management:recommended to apply carbofuran 3 g  granules  8-10 kg /acre,en
paddy rice blast,recommended to spray tricyclazol  120 gm /200 litres of water / acre,en
paddy bacterial leaf blighr management,recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre,en
management of paddy brown plant hoper,recommended to spray dinotefuran 80 grams/acre,en
leaf folder managemenet,recommended to spray  monocrotophos 400 ml  or chlorpyrifos  500 ml/200 litres of water / acre,en
management of panicle mite,recommended to spray  propargite   200 ml /200 litres of water / acre,en
weed management  paddy,recommended to use  butachlor  1 litre per acre,en
paddy weed managemnt,paddy weed managemnt: recommended t0 spray pretilachlor and safenor 600 ml per acre,en
paddy yellow stemborer control,"recommended to spray carataphydrochloride(keldan, raadan, padan) 400 grams  per acre",en
management of paddy sheath rot,recommended to spray  hexaconazole   400 ml /200 litres of water / acre,en
paddy blast and leaf drying management,paddy blast and leaf drying management : recommended for spray merger 2 grams/ 1 liter of water,en
paddy weed mangement at 35 days crop,dont spray any weedicide,en
zinc deficiancy in paddy,recommended to spray of zinc sulphate 2 grams per litre,en
management of paddy panicle mite,recommended to spray  propargite   200 ml /200 litres of water / acre,en
sheath blight in padddy,recommended to spray tricyclazole + mancozeb  400 grams/200 liters of water /acre,en
zinc def in paddy,recommended to spray of zinc sulphate 2 grams per litre,en
management of paddy sheath blight,recommended to sprat   hexaconazole+zineb   500 grams / 200 litres of water /acre,en
sheath rot in paddy:,sheath rot in paddy:recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre,en
paddy weed management at 15-20 days,recommended to spray bispyribac sodium   100 ml per acre,en
paddy  panicle mite management,recommended to spray spiromecifen 200 milli liter/acre,en
brwon spot in paddy,recommended to spray mancozeb 500-600 grams  per acre,en
paddy seed  direct sowing  main field weedmanagement,recommended to spray butachlor  one litre per acre,en
rice blast management:,rice blast management: recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre,en
management of paddy leaf spot,recommended to spray captan    600 grams/200 litres of water / acre,en
yelow stem borer in rice,recommended to flubendamaide 125 gr/ acre,en
sucking pests management in paddy,sucking pests management in paddy : recommended to spray acephate 300 grams/ 200 litres of water / acre,en
paddy grren leaf hopper management,recommended to spray imidachloprid 60 ml per acre,en
gall midge fly paddy,recommended to apply carbofuran 3 g  granules  8-10 kg /acre,en
weed management in pady,not recommened,en
"paddy panicle mite , rice blast","recommended to spray dicofol 1 litre  /200 litres of water /acre and 
 recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre",en
paddy yellow stem borer,recommended to  apply  chlorantraniliprole granules 4 kgs/acre,en
rice hispa damage on paddy,recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre,en
nursery weed management in paddy,nursery weed management in paddy : not recommended to spray any weedicide,en
stem bore in rice,recommended to spray  profenophos 400 / acre in 200 liter water,en
leaf hopper  in rice,recommended to spray   monocrotophos 400 ml / acre,en
paddy 45 days weed managemnt,paddy 45 days weed managemnt: no weedicide is used at this stage,en
stem borer  in paddy,recommended to apply carbofuran 3 g  granules  8-10 kg /acre,en
panicle mite management in rice,recommended to spray dicofol 1 liter /200 liters of water /acre,en
paddy blaast management,paddy blaast management : suggested to spray tricyclazole @ 0.6 g/l or isoprothiolane @ 1 ml/l of water,en
green alge management,recommended to apply cuppor sulphate  1.5 kg/acre,en
granuals applycation in paddy:,granuals applycation in paddy:recommended to apply  phorate  10g granules  5 kg per acre,en
leaf spot manaegment,recommended to spray tricyclazole + mancozeb  400 grams/200 litres of water /acre,en
weed management in  paddy,not recommended,en
rice hispa management:,rice hispa management:recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre,en
paddy   bacterial leaf blight management,recommended to reduce applycation of nitroginus fertilizer,en
paddy bph managment,paddy bph managment : recommended to spray  buprofezin +acephate  500 grams /200 litres of water/ acre,en
stem borer borer management,stem borer borer management : recommended to apply carbofuran 3 g  granules  8-10 kg /acre,en
rice brownspot management:,rice brownspot management:recommended avathar 400grm/acre,en
paddy swarming caterpillar  management,recommended for spray chloropyriphos 500 ml/ acre,en
paddy 35 days weed management,paddy 35 days weed management : no weedicide should be sprayed,en
paddy post emergence weed mangement,recommended to spray bispyribac sodium   100 ml per acre,en
leaf eating caterpiller damage in paddy,recommended to spray chloropyriphas 500 miilli/acre,en
paddy  ferrtilizer management,recommended to apply urea 30kg/acre +potash 15 kg/acre,en
paddy fertilizer availability,paddy fertilizer availability  recommended 50kg urea 25kg potash,en
paddy fertilizer use and management,paddy fertilizer use and management  recommended  50kg urea and 25kg potash,en
termites damage in paddy,recommended to spray chlloropyriphas 500 milli/acre,en
paddy leaf wilt,recommended to spray carbendazim  200 grams per acre,en
