QueryText,KccAns,Language
ground nut managment,recommended to spray   monocrotophos 400 ml / acre,en
about the groundnut tikka leaf spot,recommended to spray mancozeb 3grams per liter water,en
ground nut jassids,recommended to fipronil  400 ml/acre  in 200 liter water,en
leaf eating caterpillar in groungnut,"recommended to spray carataphydrochloride(keldan, raadan, padan) 8-10 kg per acre",en
about the weed management in groundnut 15 days after sowing,recommended to spray propaquizafop 250-300 ml/acre,en
ground nut  weed managemnet pre  emergence,recommended to spray weed managemnet pre  emergence  pendimethlin   1.5 liter /200 liter water,en
root rot damage in groundnut,recommended to spray copper oxy chloride 300grams + 20 grams streptocyclin,en
ground nut fertilizers appilication per after 45 days,recommended gypsum 200kg apppilication per acre,en
pea but bud necrosis,recommended to spray dimethoate 400 ml/200 liter water,en
root grub of groundnut,advised to apply phorate granules 5 kg per acre.,en
ground nut sucking pest controll managemnt,recommended to spray chlorothalanil  400 grams per acre,en
ground nut gram pod borer management,recommended to spray novaluran+indoxicarb  350 ml per acre for 200 litter of water,en
early tikka leaf spot in ground nut,recommended to spray mancozeb m-45 600grams/acre,en
leaf eting cater poler in ground nut,recommended to spray chlorantraniliprole 60 ml/200 liters of water / acre,en
ground nut root rot management,recommended to apply trichoderma virede 2 kgs +neem cake 10 kgs +cow dung 90 kgs,en
basal fertilizer dose in groundnut,"advised to apply 100 kg single super phosphate, 18 kg urea, 33 kg muriate of potash and 4 to 5 tonnes of fym per acre",en
fertilizer recommended in ground nut,recommended to fertilizers : 100 kg single super phosphate ,en
ground nut stem  rot and pod rot managment,recommonded 200kg zipsum,en
about the groundnut spodoptera damage,recommended to spray novaluran+indoxicarb  350 ml per acre,en
weed management in empty field,"recommended to spray glyposate(zoomer,glycel, roundup) 2 litres per acre",en
grountnut tobacco caterpillar,recommended to spray 1 litre neem oil+prophinophos 400ml in 200 litres water,en
ground nut pea nut bud necrosis,recommended to spray dimethoeate  400 ml /200 liter water,en
white fly damage in ground nut,recommended to spray acephate 300grams + 1 liter neemoil,en
about management of the groundnut wilt,recommended to drench with coper oxy chloride (blitox) 600 gr/acre in 200 liter of water,en
ground nut spodoptera leaf damage,recommended spray emamectin benzoate 5 sg   90 gr /acre,en
groundnut post emergence,recommended to spray imazathapyr  300-400 milli liter / acre,en
about the weed management in ground nut  after seedling emerging,recommended there is no weed management after seedling emerging,en
groundnut leaf miner,recommended to spray  dimethoate (rogar) 400 ml / 200 liter water,en
growth for ground nut information,recommended to spray potasium nitret 1 kg/acre for 200 liter of water,en
ground nut sucking pest controll management,recommended for dimethoate 400 ml / acre 200 liter water,en
ground nut sucking pest control,recommended to spray  dimethoate 400 ml + neem oil 1 liter /200 liter water,en
about the weed management in ground nut 5 days after sowing,recommended do not spray herbicide 5 days after sowing,en
about management of the dry root rot in ground nut,apply trichoderma viridi 2kg along with 90 kg cow dung and 10 kg neem powder in one acer,en
ground nut  weed control,recommended to spray quizolophos 400ml /200 liter water,en
ground nut root knot nematode,recomended  to apply  carbofuron 3g granuals 10 kg /acre,en
ground sucking pest,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 160 ml per acre",en
rust of groundnut,spray mancozeb @ 2.5g/l of water twice at 10 days interval,en
tikka leaf spot disease in groundnut,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
leaf in ground nut,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
about management of the spodoptera in groundnut,proclaim 100 grams/acre in 200 lt water,en
tobacco caterpillar problem in groundnut,recommended to spray plethora (nuvalyuron+indoxcarb) 350 ml/acre,en
ground nut wlit,blitox(coc)600 gr/acre in 200 lt water,en
ground nut die back,blitox(coc)600 gr/acre in 200 lt water,en
ground nut tikka disease management,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre 	and multi-k-1kg/acre/200liters of water",en
thikka leaf spot in gruound nut,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
red mite in ground nut,"recommended to spray propirgite (omite,simbha ) 200 ml per acre",en
post emergence in ground nut,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
ground nut tikka leaf spor,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
ground nuttikka leaf spot,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
whit eflies infesatation in gnut,acephate 300 gr/acre in  200 lt water,en
ground nut white flys,alanto 250ml/acre in 200 liter water,en
groundnut leaf folder & sucking pest damage,recommended to spray lambda cyhalothrin 400 milli liter/acre,en
helicoverpa damage in grountd nut,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
about the leaf curl in groundnut,recomonded for control leaf curl in groundnut to spray monochrotopus 1.6milliliters/literwater,en
sucking  pest of groundnut,recommended to spray  dimethoate (rogar) 400 ml / 200 liter water,en
"ground nut sucking pest, and tobacco cater piller",recommended spray rogar dimethoate 400 ml / 200 liter water and thiodecarb 1 gr/lit,en
leaf eating caterpillar of groundnut,recommended to spray spinosad 75 ml/acre sprinter  tracer200 l water,en
red hairy caterpillar problem in groundnut crop,recommended to spray cholropyriphos 500 ml/acre,en
khalahasthi  disease in ground nut,recommended for apply  carbofuran 3 g 8-10 kgs/acre,en
tobacco caterpiller damage,recommended to spray chloripyriphos 500 ml/200 litres of wateracre,en
ground nut  leaf spt,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
ground nut fertilizers appilication per affter 40 days,recommended spray zypsum 200kg /acre,en
cyperus problem in groundnut,required deep ploughing and spray glyphosate,en
grey mould infestation in ground nut,"recommended to spray thairam (thiride, thairam) 400 grams per acre",en
groundnut stem rot management,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
growth in grount nut,"recommended to spray multi - k (13-0-45) 1 kg / acre in 200 lt water ,recommended",en
ground nut tobacco catter pillar,recommended to spray proclaim 100 grams/acre in 200 lt water,en
ground nut mite attack,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre",en
tobacco caterpillar of groundnut,recommended to spray spinosad 75 ml/acre sprinter  tracer 200l water,en
groundnut thickka leaf spot,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
sucking pest of goundnut,suggested to spray triazophos @ 2 ml/l or profenophos 2 ml/li water,en
late tikka in ground nut,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
leaf spot of  groundnut,spray mancozeb @ 2.5g/l or carbendazim @ 1g/l of water,en
ground nut leaf rot,"recommended to spray captan(captaf, esso, captan) 500-600 grams per acre",en
thikka leaf spot late in groundnut,recommended to spray chlorothalonil  400 gram / 200 liter water,en
leaf miner damage in groundnut,recommended to spray dimethoate(rogar) 400 ml / 200 liter water per acre,en
about management of the leaf miner and tikka leaf spot in groundnut,"for leaf miner recommended to spray   monocrotophos 320 ml / acre in 200 liter of water	 
for tikka leaf spot recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre  in 200 liter of water",en
ground nut sucking,recommended dimethoate(rogar   rogarin)  400ml/acre,en
ground  nut virus,"informed that viral disease has no chemical control. suggested to apply carbofuran or fipronil granules 6-8kg per acre to control vectors like aphids, thrips etc that transmit the disease. spray dimethoate @ 2ml/l or acephate @ 1.5g/l of water to control the vector (white fly)",en
alternaria leaf spot in g'nut,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
ground nut seed treament,recommended to spray chloripyriphos 5 ml  or emidachloprid 2 ml / kg of seed,en
groundnut   thikka leaf spot,recommended to spray chlorothalonil 400 gram / acre,en
about the fertilizer managementn ground nut,recomonded to apply 200kg zipsum after45 days,en
about management of the groundnut whitefly,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre in 200 liter of water",en
helicoveropa damage in groundnut,recommended to spray chloripyriphos 500 ml/acre,en
ground nut tobaco catterpiller,recomended to spray phosalone 400milli/acre,en
ground nut root rot  disease,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
gypsum apply in ground nut information,before flowering start 200gram/acre,en
late tikka leaf spot in groundnut,"recommended to spray hexaconazole(contaf, anvil)  400 ml per acre",en
sucking pests damage in groundnut,recommended to spray  dimethoate(rogar   rogarin)  400ml/acre,en
ground nut  helicoverpa  damaze,recommended to spray  neem oil 5 ml/liter water ns thiodicarp 1 gram /liter water,en
ground nut late leafspot,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
ground nut root damage,recommended to apply phorate granuals 8 kg / acre,en
groundnut nut helicoverpa damage,lambda cyhalothrin  400 milli liter /acre,en
helicoverp admage in g'nut,proclaim 100 grams/acre in 200 lt water,en
rat control ground nut,apply zinc phosphate 20gram/acre,en
shoot and fruit borer damage in brinjal,recommended for spray profenophos 400 ml / acre  in 200 litre of water,en
thikka leaf spt in ground nut,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
aphid damage  in ground nut,recommended to spray dimethoate(rogar   rogarin)  400ml/acre,en
disease daage in g'nut,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
ground nut seed imprument,ground nut in apply borax 4 kg/acre,en
white grub in ground nut,recommended to spray chloripyriphos 500 ml/acre,en
sucking pest problem in groundnut,recommended to spray bifenthrin 325 ml/acre,en
leaf eating caterpillar management,recommended to spray chloripyriphos 500 ml/200 liters water /acre,en
ground nut peanut bud necrosis,recommended to spray rogar 2 milli liter / liter water,en
growth initiation in ground nut,recomended to spray multi k 1kg/acre,en
ground nut planting,45*30 cm row*plant :ground nut planting,en
about the tikka leaf spot in groundnut,recomonded for control tikka leaf spot in groundnut to spray hexaconazole 400ml/liter,en
about the tikka leaf spot in ground nut,recomonded to spray mancozeb 400grams/acre,en
about the red hairy cetterpiuller in groundnut,recomonded to spray monochrotopus1.6ml/liter,en
groundnut growth initiation,recomended to spray multi k 1kg/acre,en
root rot groundnut,take fym-90 kg + 10-15 kg neem cake + 2 kg trichoderma powder and mix together and wait for a 10 days after that apply for acre,en
tikka and rust in groundnut,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
groundnut  growth management,recommended to spray  multi-k 5 gram / liter water,en
green leaf hopper in groundnut,recommended to spray flunicamide (ulala)75 grams per acre,en
groundnut bacrterial wilt,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
ground nu late tikka leaf spot,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
aphid damage in ground nut,recommendedto spray dimethoate(rogar   rogarin)  400ml/acre,en
ground nut leaf eating carterpillar,"recommended to spray flubendamide(fame) 40-50 ml per acre    or 
 proclaim 100 grams/acre in 200 lt water",en
ground nut   root damage,recommended to spray mancozeb 3 grams /liter water,en
groundnut iron deficiency,recommended to spray ferrus sulphate  2 gram / liter + neem salt,en
groundnut  fertilizer management,recommended to apply yuriya  25 kg / acre + potash 30 kg / acre + sp 100 kg / acre + zypsum 200kg / acre,en
groundnut spodoptera damage to control traps,recommended for apply paddy husk 2 kg + jaggery 1 kg + monocrotophos 500 ml/ acre with granuels farmation,en
ground nut late tikka,recomended to spray mancozeb m45 400-500 grams/acre,en
flower reducing in g'nut,sprey rec. dosage of multi-k,en
grothing in ground nut,multi-k (13-0-45)1kg/acre in 200 lt water,en
yellow color leaf in ground nut,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
about the groundnut growth,recomonded for growth in groundnut to spray multi k 5grams/liter,en
about the groundnut leaf curl,recomonded to spray chloropyripus 2ml/liter,en
tikka leaf spot problem in groundnut cop,recommended to spray mancozeb 500 gr/acre,en
helicoverpa problem in groundnut,recommended to spray plethora (nuvalyuron+indoxcarb) 350 ml/acre,en
ground nut weedicide at 45 days,not recommended to spray,en
about the ground nut white fly,recomonded for control whitefly in groundnut to spray dimithoate 2milliliters in liter water,en
ground nut leaf eating caterpilar,recommended to spray chloripyriphos 500 ml/acre,en
about the ground rust,recommended to spray merger  400 grams per acre,en
groud nut leaf folder,"recommended to spray acephate 300 gr/acre in  200 lt water 
 
recommended to spray   monocrotophos 400 ml / acre",en
pest damage in g'nut,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
ground nut  root knot nematode damege,recommended to spray copper oxy chloride 3 grams /liter water,en
ground nut growth initiation,recommended to spray multi k 1kg/acre,en
ground nut fertilizeras,recommended 30kg urea applied /acre,en
about management of the pbnd in grondnut,recommended to spray dimethoate (rogar) 400 ml per 200 liter water,en
groundnut fertilizer recommendation at flowering stage,apply 200kg gypsum 200kg/acr.and 9kgs urea/acr,en
ground nut fertilizer apply,recommendd to apply gypsum 200kg / acre ( 45 days after sowing ),en
ground nut  leaf curling  damage,recomend to spray monocrotophas 1.6ml/liter water,en
ground nutleaf spot,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
ground nut  suking pest,recomended to spray  monocrotophos 1.6 ml+neemoil 1 liter,en
megnesium sulphate uses,increasing oil content in ground nut,en
about management of the root rot,drenching with blitox(coc)600 gr/acre in 200 lt water,en
ground nut weed manegment,recommended to spray quizalopha 400 milli liter /200 liter water  acephate 300grams/200 liter water,en
weed control of ground nut,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per200 l water acre",en
about management of the root grub in groundnut,recommended to drench chloripyriphos 500 ml/acre,en
ground nut fertilizers appilication affer 30days,recommended spray 200kg gypsum per acre,en
ground nut  sucking pest pro.,"recommended to spray difenthiuron(polo,pegasus) 300 grams/acre",en
helicoverpa damnage in ground nut,proclaim 100 grams/acre in 200 lt water,en
stem rot of groundnut,spray copper oxy chloride @ 30g +streptocyclin @ 1g /10l of water twice at weekly interval,en
ground nut leaf folder & tikka leaf spot,"recommended to spray chloripyriphos 500 ml/acre 
 
recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
root rot in maize,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
groundnut pea nut budnecrosis virus damage,recommended to spray dimethoate 2 milli liter / liter /liter water,en
tobacco caterpillar damage,recommended to use poision bait :5 kg rice bran+500 grams jaggary +50 ml monocrotophos,en
tikka leaf disese in ground nut,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
groundnut peanut bud necrosis virus,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
sucking pest management in gnut,acephate 300 gr/acre in  200 lt water,en
tikka leaf spot and gypsum application in ground nut,"recommanded spray recommended to spray carbendazim (bavistin, derosal, carbendazim) 200 grams per acre and 200kg/acre gypsum application at 40- 45 days after sowing",en
ground nut growth &development,recommended to spray multi-k 1 kg / acre,en
about management of the groundnt whitefly,recommended for spray acephate 300 gr/acre in  200 lt water,en
ground nut irom deficiency,"recommended to ferrus sulphate 20 gm + lemon salt 2 gm / lit 
 
recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre",en
groundnut spodoptera management,recommended for spray profinophos 400 ml/ acre,en
leaf spot in ground,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
about management of the aphid in groundnut,recommended to spray dimethoate(rogar   rogarin)  400ml/acre in 200 liter of water,en
leaf folding cater pillar in ground nut,"recommended to spray chloripyriphos 500 ml/acre 
 
spinosad 75 ml/acre sprinter  tracer 
 
recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre",en
whitefly in ground nut,recomended to spray acephate 300grams+1liter neemoil in 200liter water,en
flea beetiles in black gram,recommended to spray chloripyriphos 500 ml/acre,en
about management of the groundnut thrips 0r pbnd virus,recommended to spray dimethoate(rogar   rogarin)  400ml/acre in 200 liter of water,en
about the growth of the groundnut,recomonded for growth to spray multi k 5grams/litre,en
post emergence herbicides in groundnut crop,"recommended to spray imazitapyr ( weedblock, pursuit, )300 ml per acre",en
sucking  pest  of groundnut,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml 200 l water  per acre",en
head rot disease in ground nut,"recommended to control vectors like sucking pests to spray imidachloprid(confidor, tatamida , victor ,atom  ) 160 ml/200 liters water per acre",en
ground nut nutrientt mangenment,"phosporus 16kg, potash-20 kg , urea-20, gypsum-200kg, zinc-20 kg as basal application",en
ground nut red rust damage,recomended to spray clorothalonil 400grams /acre,en
yellowing leaf in ground nut,recommended to spray zinc sulfate 400gram/acre,en
weed control of groundnut 15 das,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml200 l water  per acre",en
ground nut gram caterpillar,recommended to spray chloripyriphos 500 ml/acre,en
ground nut boran defficiency,recommended spray borax 2g/litre of water,en
tobaco caterpiller in groundnut,"recommended to spray phoslone (jolone, faslone) 400 ml per acre",en
groundnut bud necrosis virus,recommendedd to spray acetamiprid  80 gram / acre,en
ground nut leaf folder and stem rot,"recommended to spray chloripyriphos 500 ml/acre and for stem rot recommended to spray carbendazim (bavistin, derosal, carbendazim) 200 grams per acre",en
about the tikka leaf spot,recomonded for control tikkaleaf spot in groundnut hexaconazole 400millilitres,en
rust damage in groundnut,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
ground nut tobacco catter,recommended spray thiodicarb  (larvin )300 g/acre,en
groundnut stem rust,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
pest attack in ground,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre",en
ground nut gram pod borer,recommended to spray corazen 60ml/150liter water,en
gypsum application in groundnut,recommended to apply gypsum 200 kg/acre,en
tobacco caterpiller in ground nut,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
ground nut  leaf yellowing,blitox(coc)600 gr/acre in 200 lt water,en
grount nut leaf folder & tikka leaf spot,"recommended to spray chloripyriphos 500 ml/acre recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
tobaco caterpiller in ground nut,"recommended to spray phoslone (jolone, faslone) 400 ml per acre",en
about the groundnut sucking pest,recomonded for control sucking pest in groundnut to spray dimethoate 2milliliters/liter,en
peanut bud necrosis disease mannagement,dimethoate (rogar) 400 ml / 200 liter water /acre,en
about the groundnut rust,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
zip sum application information,200kg/acre zip sum apply / acre,en
thirps problem in groundnut crop,recommended to spray fipronil 400 ml/acre,en
ground nut leaf damage and tikka leaf spot,"recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre    
recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
helico damage in gnut,proclaim 100 grams/acre in 200 lt water,en
tikkaleaf spot in g'nut,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
stem rot disease in ground nut,recommended to soil trench with saaf 2 gr/liter water in 200 liters of water /acre,en
groundnut thikka leaf spot  damage,recommended to spray  mancozeb m- 45  2 gram / liter water,en
root in ground nut,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
white grub damage in groundnut,recommendd to apply phorate(10 g) 5 kg/acre,en
ground nut leaf folder &  tikka leaf spot,"recommended to spray chloripyriphos 500 ml/acre 
 
recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
rust problem in groundnut,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
tikkka leaf spot in ground nut,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
ground nut leaf miner control measures,profenophos 400 / acre in 200 liter water,en
groundnut  weed management post emergence weeds,groundnut  weed management post emergence weeds : recommended to spray imazathaspyr 300 - 400 milli liter / acre,en
ground nut podwery mildew,recommended to spray dinocap(kerathane) 400 ml per acre,en
about management of the pbnd or thrips in groundnut,recommended to spray dimethoate(rogar   rogarin)  400ml/acre in 200 liter of water,en
ground nut suking pest & leaf spot,"recommended to spray monocrotophos 400 ml /acre      &
recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
ground nut rust damege,recommended to spray clorothalonil  400 grams /acre,en
ground nut leaf eating caterpillar & fertilizer uses,"recommended to spray chloripyriphos 500 ml/acre  
recommended to apply gypsum 200 kg / acre",en
thikka leaf spot in ground,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
peanut stem necrosis disease in groundnut,recommended to spray dimethoate(rogar   rogarin)  400ml/acre,en
leaf eating catterpiller  of ground nut,recommended to spray spinosad 75 ml/acre sprinter  tracer 200l water,en
seed treatmeent in ground nut,recommended to apply 3 grams mancozeb/1 kg seed,en
about the ground nut leaf spot,recommended to spray mancozeb 3grams per liter water,en
serpentine leaf miner management in ground nut,recommended to spray neem oil 5 ml/1 liter of water,en
leaf spot management,recommended to spray chlorothalanil  400 grams/200 liters of water per acre,en
ground nut dry root rot,recommended to spray copper oxy chloride 600 gr/acre in 200 lt water,en
ground nut thrips controll management,recommended spray actemaprid @40 g/acre,en
bihar hairy cater pillar management ground nut,recommended to spray dimethoate 400ml/200 liters of water per acre,en
about the ground nut tikka leaf spot,recommended to spray mancozeb 3grams per liter water,en
ground nut tobcco caterpillar & leaf spot,"recommended to spray emamectin benzoate  100 gm /acre    &

recommended to spray chlorothalanil 400 gm / acre",en
trhips in groundnut,recommended for dimethoate ( rogar) 400 ml / acre 200 liter water,en
groundnut white grub,recommended to spray noveluron 200ml/acre,en
about the groundnut jassid management,recommended to spray dimithoate 2ml per liter water,en
ground nut rust disease management,recommended to spray chlorothalanil  400 grams per acre,en
feertiliser use at 75 days time in groundnut,no need of feertiliser use at 75 days time in groundnut,en
ground nut tobacco caterpillar & peanut bud necrosis,"recommended to spray monocrotophos 400 ml /acre   &
recommended to spray emamectin benzoate  100 gm /acre",en
ground nut pod borer controll managemnt,recommended to spray chlorantriniprolu   40-60 ml/acre in 200 liter water,en
boran dosage in ground nut,recommended to apply 4 kgs boran/1 acre,en
stem rot  in ground nut,recommended to spray mancozeb 500-600 grams  per acre,en
groundnut leaf blight damage,recommended to spray trifloxystrobin + tebuconazole  160 gram / acre in 200 lt water,en
pod borer damage in ground nut,recommended to spray flubendamide(fame) 40-50 ml per acre,en
pea nut stem necrosis virus,recommended to spray monocrotophos 1.5ml+fipronil 2ml per liter water,en
groundnut root rot mangement,recommended to spray carbendazim 3 grams/liter water at the base of the plant,en
information about zypsum application in ground nut,recommended to apply zypsum 200 kgs/acre at 45 days after sowing,en
grourd nut sucking pest,recommended to spray   monocrotophos 400 ml / acre,en
ground nut weed controll management,recommended to spray pendimethalin  1-1.25 litre/acre,en
groundnut leaf blight management,recommended to spray nativo 160 gram / acre in 200 lt water,en
ground nut weed management controll management,recommended to spray pendimethalin  1-1.25 litre/acre,en
red hairy caterpillar,recommended to spray dimhioate 2 ml/10 liter of water,en
about the virus management,recommended to spray dimithoate 2ml+5ml neem oil+5gram detergent per liter,en
groundnut dry root rot management,recommened to spray 1 gram carbendazim or mancozeb 2.5 grams /liter water at the base of the soil,en
leaf eating catterpiller in groundnut,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
basal fertilizer dose for ground nut,"advised to apply 10 kg urea, 20 kg ssp, 20 kg potash, 20 kg zinc sulphate",en
ground nut root grub damage controll management,recommended appilication  phorate 10% granules 5kg/acre,en
ground nut tikka leaf control,recommended to spray chlorothalanil  400 grams per acre,en
ground nut  gypsum application,"recommended apply gypsum @ 400 kg/ha by the side of the plants on the 40th to 45th day of sowing. apply gypsum, hoe and incorporate in the soil and then earth up.",en
groundnut gram pod borer management,recommended to spray proclaim 100 grams/acre in 200 lt water,en
grondnutpeanut bud necrosis,recommended to spray monocrotophos 1.2 ml/lit water,en
sucking pest  damage in ground nut,spray recommended dosage of cyanthaniliprol  240ml/acr,en
aphid management in ground nut,recommended for spray acephate 300 gr/acre in  200 lt water,en
suucking pest of groundnut,recommended to spray  dimethoate  400 ml / 200 liter water,en
pea nut rust,recommended to spray mancozeb   500-600 grams  per acre,en
ground root rot,recommended to drench  coper oxy chloride (coc)  3 gm/lit of water,en
alternaria leaf spot in ground nut,spray to  mancozeb  500-600 grams  per acre for 200 liter of water,en
groundnut blight control management,recommended to spray  trifloxystrobin 25%+tebuconazole 50%  160 gram / acre in 200 lt water,en
groundnut blight control,recommended to spray  trifloxystrobin 25%+tebuconazole 50%   160 gram / acre in 200 lt water,en
peanut bud necrosis virus damage,recommended to spray dimethoate 2 milli liter/liter water,en
about management of the root rot in groundnut,"recommended to drench with mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
tikka leaf spots and white flies damage in ground nut,recommended to spray chlorothalanil 400 gm / acre   reommended to spray triazophos 300 ml per acre,en
ground nut alternaria blight disease controll management,recommended to spray mancozeb   500-600 grams  per acre,en
about management of the helicoverpa and spodoptera in ground nut,recommendedto spray emamectin benzoate (proclaim) 100 grams/acre in 200 liter of water,en
gram pod borer in groundnut,recommended to spray imidachloprid 60 ml per acre for 200 liter of water,en
helicoverpa damage in  ground nut,recommended to spary emamectin benzoate  100 grams per acre in 200 liter water,en
weedicides use in at 30 days in ground nut,weedicides not recommended at 30 days in ground nut,en
groundnut thika leaf spot,recomended to spray chlorothalonil 400 gram / acre,en
ground nut stem rot management,recommended to spray chlorothalanil 400 gm / acre,en
leaf spot: of groundnut,recommended to spray hexaconazole  400 ml 200 l water per acre,en
ground nut thikka leaf spot controll management,recommended to spray chlorothalanil  400 grams per acre,en
about management of the tikka leaf spot in ground nut,"recommended to spray hexaconazole(contaf, anvil)  400 ml per acre  in 200 liter of water",en
tobacco cater pillars in ground nut,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
bengal gram tobacco caterpiller management,bengal gram tobacco caterpiller management : spray  chlorpyrifos  500 ml/200 litres of water / acre,en
leaf miner management in groundnut,recommended to spray chloropyriphas 500 milli/acre,en
weed mangement in ground nut,recommended to spray quizalopop ethyl 400 ml per acre,en
root rot in groudnut,root rot in groudnut :recommended to spray copper oxy chloride )600 grams per acre,en
groundnut leaf eating cater piller damage,recommended to spray monochrotophos 1.6 milli liter / liter water,en
ground nut tobacco caterpiller management,ground nut tobacco caterpiller management : recommended to spray chloripyrphos 500 ml per acre,en
groundnt weed management,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
tobacco caterpillers in groundnut,recommended to spray    novaluran  200 ml /acre,en
fertilizer management in groundnut,recommended to apply 9 kg urea,en
gram caterpillar management,gram caterpillar management : recommended to spray monocrotophos 400 ml /200 litres of water /acre,en
groundnut pod borer damage,recommended to spray ima mectin benzoate 90 gram / acre,en
groundnut sucking pest damage,recommended to spray monochrotophos 1.6 milli liter/ liter water + neem oil 5 milli liter / liter water,en
tobacco caterpillar damage in groundnut,tobacco caterpillar damage in groundnut :recommended to spray chlorpyrifos 500 ml/200 liters of water  /acre,en
ground nut sucking pest & leaf spot management,"recommended to spray monocrotophos 400 ml /200 liters of water /acre  &

recommended to spray mancozeb   600 grams / 200 liters of water / acre",en
tikka leaf spot damage in groundnut,"tikka leaf spot damage in groundnut : 
recommended to spray  hexaconazole   400 ml /200 liters of water / acre",en
groundnut  wilt management,recommnded to  apply trichoderma 2kg+ fym 90 kg+ neem cake 10kg/acre,en
groundnut whitefly control,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 160 ml per acre",en
pod borer damage in groundnut,recommended to spray acephate 300 grams/ 200 liters of water / acre,en
weed magement in ground nut,recommended to spray quizalopop ethyl 400 ml per acre,en
early tikka leaf spot management in groundnut,recommended to spray mancozeb m-45 500-600 grams/acre,en
groundnut root rot management,groundnut root rot management: advised to drench the plant base with coc  30 grams + streptocyclin 1 gram per 10 liters  of water,en
gound nut root rot management,gound nut root rot management : recommended  to drench  coppor oxy chloride  3 grams / lit of water,en
